block,rho,S_x1,S_x2,S_xy1,S_xy2,flux_x,flux_y,flux_z
0,0.7505704999999997,0.25926952374545742,0.25693728749055739,0.11656678471863431,0.39908461641995602,-61.71875,39.84375,50.5859375
1,0.75209999999999999,0.44784897884614422,0.48526163603064193,0.29552729437177522,0.25432954390008827,7.421875,71.09375,-40.234375
2,0.75356200000000029,0.30460332808976587,0.36239869667924435,0.37015866243815371,0.3248465652512777,-65.234375,60.3515625,-30.6640625
3,0.75308250000000021,0.46922661408645938,0.26317317336233298,0.35839600683606554,0.54729670177052081,-77.734375,15.4296875,23.4375
4,0.75241949999999924,0.37824474459871371,0.36824973563924746,0.20055239309207992,0.45316790538609603,-19.53125,62.3046875,-19.921875
5,0.75248799999999938,0.5341588379077491,0.30038594390684353,0.60481866066012158,0.41862602099908386,36.9140625,-73.046875,-82.2265625
6,0.75626399999999994,0.64704848262082193,0.14022457347653203,0.85353090438595536,0.39064109045831286,8.59375,-76.953125,-17.1875
7,0.75543349999999987,0.27813458264496654,0.29800875133890148,0.82616506352155983,0.31896353953322099,12.3046875,14.84375,5.46875
8,0.7542600000000006,0.27976858020873097,0.35507517123441862,0.26467201619503855,0.46725671653465478,81.0546875,1.3671875,-13.671875
9,0.75692599999999932,0.30536484946916659,0.19169719427901233,0.31111607420853138,0.25204296226522183,-33.0078125,24.8046875,7.8125
10,0.75332749999999815,0.33030359268598591,0.14484141848959381,0.48251438287421711,0.40907173419169685,-22.8515625,-18.1640625,-27.5390625
11,0.75486849999999894,0.26258386254881277,0.41469670033829592,0.37052538421709169,0.23200350335061506,-20.3125,-18.75,-10.7421875
12,0.75198400000000076,0.20644491293262296,0.26464578044261611,0.33429906082945426,0.4494148468530802,16.796875,46.6796875,-5.2734375
13,0.75282750000000109,0.38484753961683155,0.36102262652587414,0.49476081319449589,0.28082136315064343,-27.9296875,21.6796875,-48.2421875
14,0.7559315000000012,0.29750995842042405,0.36989315802930561,0.55158364434166696,0.38378597761305777,-26.953125,-22.65625,-24.8046875
15,0.75718199999999947,0.46381628463060831,0.36263820891905774,0.2451134854134365,0.36514454202628716,-33.203125,-3.90625,-15.234375
16,0.75062900000000121,0.22683950296337946,0.62644500340524201,0.31968815405759743,0.46920130257571557,-25.5859375,-40.0390625,49.21875
17,0.75289900000000087,0.37154648554961967,0.33890789103554575,0.40937834501657566,0.33766219126543062,-7.03125,8.7890625,0.1953125
18,0.75574600000000025,0.28446883057389144,0.3658326976570847,0.3833040767898972,0.18060245899621652,-191.2109375,26.171875,6.8359375
19,0.75261449999999852,0.96198001740324124,0.2858800537365308,0.40203734875822456,0.35349017465563021,-78.125,31.25,-2.5390625
20,0.74995649999999991,0.41939994960012178,0.1240619375159408,0.25347474309379764,0.64410151279270966,15.4296875,-6.25,82.8125
21,0.75687300000000124,0.31454638495798859,0.23152840090042923,0.48763349571878345,0.16000405200907691,-3.125,-37.6953125,49.8046875
22,0.75561800000000023,0.42153471324404118,0.47233169538314695,0.72820238296800066,0.37677413884491895,27.5390625,-9.765625,34.5703125
23,0.75133200000000133,0.3765861728722209,0.21720964442398036,0.47301916184166204,0.19604453989002141,-20.703125,5.859375,-9.765625
24,0.75233499999999986,0.23090838759136625,0.18464233202853045,0.39128494287997251,0.17043255571067281,-67.3828125,-30.6640625,-30.078125
25,0.75727750000000105,0.20035845811471956,0.22446666934397028,0.25425923810153944,0.518726765229369,22.265625,-3.125,-32.6171875
26,0.75401650000000064,0.52239962663048145,0.431754703140104,0.2019083272682563,0.23138044192618989,46.6796875,103.3203125,-62.6953125
27,0.75356350000000061,0.40403836623694278,0.61630267717646425,0.25149013957918614,0.35904199865832842,-5.078125,25.9765625,-96.875
28,0.75394450000000013,0.18282828479764029,0.32716102850967166,0.49964834363753458,0.35237797255088849,-80.6640625,37.6953125,-8.0078125
29,0.75130149999999973,0.22777244547055334,0.31277741530393699,0.31482065094358458,0.17845948795086683,-9.1796875,26.7578125,-59.5703125
30,0.7539549999999996,0.4474323402073706,0.43215996172364912,0.38971321614946536,0.12949036754724963,-12.890625,-51.171875,14.0625
31,0.75533599999999923,0.37200124918139443,0.67893705269575122,0.70261302692035665,0.54349166021210971,152.34375,-165.0390625,31.4453125
32,0.75420949999999953,0.4230125503524233,0.57932142468978598,0.32177422572564318,0.45493520663504883,26.171875,-22.265625,54.8828125
33,0.75448799999999905,0.26752082528813187,0.32257456103052479,0.48159646583427845,0.35719572487148998,25.5859375,-24.21875,38.8671875
34,0.7525965,0.48801256230304157,0.60505822524051911,0.22845966886993066,0.22740819366550621,33.3984375,-14.0625,-28.515625
35,0.75184349999999911,0.63471029773012166,0.17036618878402579,0.34795586284556201,0.59029892762597413,-83.203125,-22.265625,-28.7109375
36,0.75348849999999956,0.47486981326047428,0.27903116375641135,0.15811674778213938,0.51011707701784126,-6.4453125,-40.625,43.75
37,0.75447449999999983,0.33257333601558087,0.3598129599275226,0.2896279006574824,0.34696794129416175,-52.5390625,10.3515625,20.1171875
38,0.75468549999999934,0.44144924112507283,0.28853533343373305,0.098052883658831899,0.43700148844167053,-13.28125,56.4453125,-45.703125
39,0.75248400000000071,0.24051166368242702,0.32106366962081179,0.31236325467722509,0.20003650093675512,56.8359375,-30.2734375,32.8125
40,0.75434100000000082,0.2846838781853912,0.2731799669683887,0.47249070247927838,0.30701543154579997,-19.3359375,45.703125,64.6484375
41,0.75396549999999973,0.18554454401143708,0.31483357764412995,0.27785198525334692,0.16751459642326358,32.8125,31.25,62.3046875
42,0.75394949999999983,0.4917657060179374,0.34397291131945629,0.23907443349685445,0.26142698003941206,4.8828125,2.5390625,48.2421875
43,0.75443500000000041,0.5128379642093549,0.36761258611397829,0.43789400446227977,0.30352748814816866,-59.765625,25,0
44,0.75575099999999962,0.43191551659461097,0.28837284315133815,0.2365256062493864,0.25374934446032932,7.03125,-27.734375,-5.46875
