block,rho,S_x1,S_x2,S_xy1,S_xy2,flux_x,flux_y,flux_z
0,0.75291923698883945,0.8164617822743605,0.21419122831249687,0.53761701674131945,0.41133072908138057,-124.4140625,137.4296875,-100.6796875
1,0.75386650651514309,0.28962402534898385,0.48644590272584137,0.351179901403888,0.37394490229215649,190.640625,209.3984375,-281.3671875
2,0.75413445131280477,0.62359199046084057,0.3298680185206731,0.25802432421710431,0.24340437302652732,154.65625,173.4140625,102.59375
3,0.75408849894601748,0.34333933265131189,0.575623160959986,0.40078145903162465,0.25271857959179755,29.4765625,-191.7890625,151.9765625
4,0.75381743310610461,0.32693395702816636,0.27489784193459471,0.92896438749834864,0.50094494864289552,14.9296875,-72.3515625,20.2890625
5,0.7547083246563947,0.69618202009826968,0.32619656894064525,0.39665089050172375,0.45522610475788838,-280.21875,18.7578125,-42.109375
6,0.75514354403777328,0.59025111483046655,0.59399752572929787,0.22414212260061395,0.35410723297269436,-269.8828125,79.625,-181.453125
7,0.75352750820236314,0.45439841171788276,0.43179816606159538,0.28099578174757189,0.24922070838116786,50.53125,6.890625,-27.1796875
8,0.75363774075852752,0.58043617006501957,0.39100031920134265,0.46712550085980187,0.24572118237459931,-66.609375,234.28125,187.1953125
9,0.75526732324541535,0.10189369997506856,0.60501173642950712,0.33871264541446328,0.45745833922156237,40.1953125,-55.5078125,61.6328125
10,0.75441627478771678,0.29479230870893652,0.34605799827142869,0.36782389195997933,0.2765356748326091,-182.6015625,-147,198.296875
11,0.75413186151178624,0.25022033524089637,0.62544886903013219,0.29338424026260113,0.3049074319869538,-23.734375,-27.5625,-55.890625
12,0.75376975420530579,0.22784233257541403,0.35257520930969355,0.45549563101674606,0.19354026778702299,-96.8515625,208.6328125,22.5859375
13,0.75489193490807449,0.30545398079461333,0.25463452046522789,0.45241183260806761,0.24748191063635466,66.9921875,12.25,-105.2734375
14,0.7536793767902833,0.48480409127130308,0.41016480194077087,0.20153363011528341,0.19109173769910984,29.859375,21.8203125,-88.4296875
