block,rho,S_x1,S_x2,S_xy1,S_xy2,flux_x,flux_y,flux_z
0,0.75435200000000036,0.36881693386410391,0.15675516573981285,0.17100613379343355,0.41946564900394551,37.6953125,-13.8671875,-19.53125
1,0.75245499999999899,0.34712752766556643,0.38361342194896009,0.28134538556142935,0.25243769824254331,23.4375,-94.53125,7.421875
2,0.75536400000000126,0.3239071068060958,0.38525419000540634,0.36920346469897547,0.39360347952817876,41.2109375,-35.3515625,39.453125
3,0.75307149999999956,0.40498827574489304,0.39801762031807064,0.19649775098610331,0.40623617811241614,-73.2421875,30.6640625,50.1953125
4,0.75440399999999963,0.44888638139077569,0.54425883228898364,0.30223824244786468,0.36620668750813667,-43.359375,-0.390625,39.0625
5,0.75340699999999916,0.36786555006011107,0.47465105896460458,0.25867147150638564,0.37531537295538392,-63.4765625,53.7109375,12.109375
6,0.75190249999999914,0.64142779144042805,0.73832440941806665,0.49771268731556534,0.22420056017653045,-18.75,-19.53125,26.3671875
7,0.75209449999999889,0.50440096787578026,0.3348868877347006,0.26771533069320236,0.46841663864556793,-28.125,-75.78125,18.1640625
8,0.7556934999999998,0.54481114593224089,0.31177027366088783,0.26994846953943913,0.38327340270736998,13.4765625,56.8359375,-47.0703125
9,0.7563394999999995,0.47396532188994944,0.26050603107118697,0.22847296415835572,0.37046568610618719,37.890625,27.1484375,-39.453125
10,0.75619650000000038,0.29302495811377705,0.44022497458219984,0.39653537948275935,0.54083911946481233,-49.21875,8.0078125,-83.59375
11,0.75441199999999931,0.37600924376816375,0.39463697647260698,0.41022370853744244,0.42839577508057008,-37.6953125,-16.796875,-2.5390625
12,0.75367549999999994,0.22356063849487254,0.42319914017131932,0.24727339222592901,0.32257253302500188,-24.8046875,-44.3359375,-7.6171875
13,0.75020850000000017,0.24834919561778124,0.53748900432951818,0.37492908238170197,0.3404460371982922,92.7734375,11.71875,-19.140625
14,0.75324000000000058,0.37657438090300432,0.42002148977107795,0.29759013453660549,0.28816431046773283,1.7578125,27.5390625,78.515625
15,0.75394900000000054,0.46128884621893751,0.28624040760709785,0.1861438230881699,0.26708416024737935,-16.9921875,-3.7109375,35.9375
16,0.75320100000000023,0.69640545170810153,0.20854808337603414,0.44617514136773412,0.36166900689221415,38.8671875,14.84375,0.1953125
