rho,S_x1,S_x2,S_xy1,S_xy2,Fx2_per_V,Fy2_per_V,Fz2_per_V,Fx_per_sqrtV,Fy_per_sqrtV,Fz_per_sqrtV
7.536995079931547714e-01,3.469192415164298327e-01,3.539654556659815321e-01,3.563631672853591614e-01,5.083728256849031624e-01,3.705610795454537532e-01,4.711174242424230330e-01,2.823153409090905508e-01,1.366781595589663945e-01,1.652377749891975889e-01,7.207902941915618478e-02
7.531747180830364874e-01,3.318356893067869740e-01,3.475745041186181772e-01,4.330106961413481281e-01,3.904599060977347880e-01,4.949692234848478423e-01,4.731297348484841958e-01,2.797111742424229774e-01,-3.954146755399950419e-01,1.849575094529292696e-01,-4.827934989396340942e-02
7.536165992309481476e-01,3.668929701919659836e-01,3.012668933297344975e-01,3.765573820401869609e-01,3.567472667288675847e-01,3.422703598484829191e-01,3.213482481060610518e-01,5.531486742424210901e-01,4.215943230177044559e-02,-1.939673881303237701e-01,1.475580130561977565e-01
7.539563322185315331e-01,3.362497784023554814e-01,3.458205718678082352e-01,2.778216037626625723e-01,5.172359893274707243e-01,2.873165246212119328e-01,2.597064393939401694e-01,3.254616477272691544e-01,4.368941169981884615e-02,-2.182770607882003611e-01,4.793935447217484436e-02
7.539095380892232301e-01,4.009299222618270542e-01,4.129315216343569239e-01,3.771731400968851289e-01,3.246082317245408966e-01,3.783735795454514772e-01,3.079427083333331483e-01,3.141276041666675733e-01,1.441580588383128136e-01,-2.084171935563344513e-01,1.263082991944178002e-01
7.539757346623989775e-01,4.049534687137926192e-01,3.515878237137808893e-01,2.920105759017614377e-01,3.927198990384405675e-01,4.322028882575735809e-01,2.234256628787900101e-01,4.734848484848457884e-01,8.176889894012734361e-02,7.207902941915629580e-02,-1.427980771511620089e-02
7.530416727537108113e-01,3.107767980061165725e-01,3.744265532066831104e-01,3.113746337773629080e-01,3.335249330189071215e-01,4.959161931818116265e-01,3.740530303030228931e-01,3.580137310606066325e-01,5.915920339119345311e-02,4.725936362859790851e-02,1.903974362015485242e-02
7.536365723349196521e-01,4.414621568251800299e-01,5.461326867651510319e-01,3.679221382777718152e-01,3.141460258523985360e-01,2.357954545454561956e-01,5.027225378787834043e-01,2.450875946969704455e-01,-2.379967952519102849e-03,9.757868605329150791e-02,7.445899737167548105e-02
7.538076344975268572e-01,4.192448183532712647e-01,3.491271938754827442e-01,3.368997160708459004e-01,4.374337586116260890e-01,3.835819128787858467e-01,3.453184185606057999e-01,3.042140151515120849e-01,-2.277969325982680954e-02,-7.972892640939703568e-02,-1.982173309026804275e-01
7.538799724604857699e-01,3.636312182557243089e-01,3.975241544734838817e-01,3.805785346930400936e-01,4.394152035627435504e-01,3.201349431818197311e-01,2.814275568181839882e-01,3.324751420454525874e-01,-4.827934989396314575e-02,-7.105904315379095448e-02,1.575878779989569878e-01
7.538704614585964858e-01,4.000511285601667799e-01,3.456189142713323448e-01,3.343938046120760732e-01,3.375549335918018867e-01,5.595111268939362281e-01,3.847952178030301651e-01,4.736328124999991673e-01,-1.750976422210693412e-02,-1.283482717251485661e-01,-2.371468066974601330e-01
7.537888842366485820e-01,3.892348975139554024e-01,3.746348917164963876e-01,2.890595524397014393e-01,3.956486205101008569e-01,2.294034090909105039e-01,3.657078598484834187e-01,4.039121685606035239e-01,-1.251183152181579439e-01,-7.139903857557711002e-03,-1.691477223397654384e-01
7.539898381194843902e-01,3.821363744174492427e-01,2.930536243844921729e-01,3.401260800463660194e-01,3.052544950042622718e-01,3.832563920454536421e-01,4.433593749999977240e-01,3.706498579545441374e-01,-2.419067426024990308e-01,3.212956735901064675e-01,3.197656941920573592e-01
7.540941330488100114e-01,3.816829738313618492e-01,3.022982204434359610e-01,3.355633917653981224e-01,3.207694406912113272e-01,4.124053030302994305e-01,2.665127840909093382e-01,2.741477272727260717e-01,-2.944360352688179527e-01,-1.982173309026805386e-01,-1.104985120812530253e-01
7.547835991631181018e-01,3.446543599211627229e-01,3.552550580444616135e-01,3.915247225205146231e-01,3.431769821697412404e-01,4.895241477272704311e-01,3.638139204545430827e-01,4.736624053030285553e-01,-1.053985807544263568e-02,-6.289915303086672516e-02,-2.529565938106237422e-01
7.534182269057675407e-01,4.079772331027088916e-01,3.514852348485753009e-01,3.831167621194163653e-01,3.525179523563954365e-01,3.592270359848472872e-01,4.017814867424213676e-01,4.260475852272701536e-01,-2.158970928356807387e-02,2.235469898259204169e-01,1.385481343788027842e-01
7.539481799311976706e-01,3.046205706689412707e-01,3.579562063387876081e-01,3.419203321898261483e-01,3.128768162381593276e-01,3.810665246212105450e-01,3.550840435606071321e-01,2.857185132575760789e-01,2.527865960997289774e-01,1.242683266636864930e-01,-1.104985120812547461e-02
7.540835350752715938e-01,3.507297589050079045e-01,3.469449248495970473e-01,2.968532540348457482e-01,3.806560013579426416e-01,2.579308712121212155e-01,2.727864583333333148e-01,3.285984848484850285e-01,-1.315782282321392715e-01,-1.081185441287342286e-01,2.821962000844312896e-02
