rho,S_x1,S_x2,S_xy1,S_xy2,Fx2_per_V,Fy2_per_V,Fz2_per_V,Fx_per_sqrtV,Fy_per_sqrtV,Fz_per_sqrtV
7.524595938072505819e-01,4.740762766797619321e-01,4.079126972418477548e-01,3.450593545889584779e-01,3.028978018018606000e-01,4.665096507352980426e-01,4.119370404411779041e-01,3.855698529411781816e-01,-6.844999573779320112e-02,3.529082825235562576e-02,-2.936954834424336525e-02
7.556136938988395890e-01,3.161036381839165132e-01,5.041267944219616215e-01,3.180438469792737921e-01,3.936301233938067634e-01,3.197954963235294379e-01,3.177274816176487438e-01,2.964154411764714503e-01,-1.314524139601217223e-01,-7.413442444958234789e-02,-7.105535889735978966e-03
7.545272109708945907e-01,3.481465811198988236e-01,3.397235081225977726e-01,3.643338367232064612e-01,3.721014852053179944e-01,2.890625000000018874e-01,2.909007352941195279e-01,3.943014705882366688e-01,-6.158131104438134551e-02,1.752698852801621299e-01,2.330615771833521310e-01
7.537802291115361930e-01,4.722830562390009090e-01,3.401883126479669506e-01,2.830123885752205970e-01,4.004486505326634860e-01,5.109145220588205971e-01,3.185317095588249270e-01,4.144646139705885357e-01,2.283245532568594915e-01,-6.987110291574034904e-02,-1.641378790529092191e-01
7.546876192626678082e-01,4.413414786418518032e-01,4.018809631684882033e-01,3.642840114519272920e-01,3.043944290078086645e-01,2.930261948529427340e-01,4.678308823529443994e-01,2.587316176470608187e-01,1.764541412617855187e-01,-1.747961828875143897e-01,1.027934192048526318e-01
7.562618865128264423e-01,3.809646018254871924e-01,3.115264119252563191e-01,4.868553513603966487e-01,2.930225988881754451e-01,2.753331801470599860e-01,3.266314338235293269e-01,3.783318014705897570e-01,-1.153465326100523436e-01,-1.790595044213562637e-01,-1.492162536844626186e-01
7.547146521346446146e-01,3.568555346283480700e-01,3.307831846808548248e-01,3.447811650365713021e-01,3.941659742105398379e-01,2.852711397058848020e-01,4.771943933823555306e-01,4.798943014705879251e-01,-5.589688233259203914e-02,-1.006617584379316671e-01,2.458515417848774753e-01
7.543510997608415813e-01,3.231406749783564125e-01,3.922838037781344878e-01,3.671225421307606207e-01,3.686448310250250993e-01,4.014246323529422344e-01,4.942555147058838583e-01,3.901654411764718944e-01,8.289791871359063202e-02,8.005570435769576720e-02,9.095085938862464137e-02
7.524415056355587827e-01,3.422162633891475125e-01,3.518350370688411721e-01,3.542939781219969220e-01,3.687798113805083045e-01,2.984260110294136847e-01,4.045266544117656071e-01,4.438189338235279946e-01,-1.172413421806498685e-01,-1.705328613536717386e-01,-1.108463598798873490e-01
7.538738503078536990e-01,4.797091905838687387e-01,2.866476283293086791e-01,3.438776811461682348e-01,4.684113609529387823e-01,5.403837316176480776e-01,3.377757352941192504e-01,4.578354779411788478e-01,-1.702960101573474383e-01,-4.215951294576936875e-02,6.442352540027616870e-02
