rho,S_x1,S_x2,S_xy1,S_xy2,Fx2_per_V,Fy2_per_V,Fz2_per_V,Fx_per_sqrtV,Fy_per_sqrtV,Fz_per_sqrtV
7.534733381977324340e-01,3.543077771112867480e-01,3.211193898666437341e-01,4.852062191486505860e-01,3.750784813255360062e-01,3.430723852040792332e-01,2.395567602040803712e-01,5.356345663265306145e-01,-1.554129464285720075e-01,-5.831473214285744222e-02,2.022879464285707862e-01
7.538707398437282103e-01,3.684577823647789407e-01,3.800227815528938180e-01,3.586203243846516897e-01,3.204436472983075435e-01,3.274075255102023019e-01,2.404735331632641415e-01,4.978475765306108469e-01,-4.352678571428536536e-02,-6.696428571428806112e-03,1.339285714285723405e-01
7.543191572495331343e-01,3.696887104098710575e-01,2.631023687800588817e-01,3.312868071310330342e-01,4.056561371276422023e-01,4.220742984693861000e-01,2.611607142857126362e-01,4.513313137755107229e-01,-7.449776785714272431e-02,1.774553571428572341e-01,2.101004464285722018e-01
7.540044300206517613e-01,3.412360069109846017e-01,3.442892815817983343e-01,3.838557761023161374e-01,3.669992269125941786e-01,3.037507971938763762e-01,3.474968112244894991e-01,3.913624043367344707e-01,6.180245535714230798e-02,5.859375000000049960e-02,-1.499720982142852266e-01
7.543008543288726164e-01,3.542247828780339391e-01,3.111351939862482818e-01,3.593917964277100197e-01,3.657770532685063469e-01,5.503627232142852543e-01,3.529775191326519068e-01,3.778499681122435283e-01,-8.217075892857020336e-02,1.999162946428571785e-01,-2.046595982142860870e-01
7.537642010742734433e-01,3.409783796150206991e-01,2.910877486645539469e-01,3.332045750838376619e-01,3.298955904808900108e-01,4.166334502550962382e-01,3.045679209183676517e-01,3.815768494897950336e-01,3.045479910714283256e-01,-3.063616071428587606e-01,-1.378348214285714246e-01
7.540257128726181035e-01,3.325164776699300884e-01,4.209488870535894045e-01,3.762006583654103342e-01,3.693876746606358785e-01,3.174426020408164240e-01,2.107979910714266325e-01,3.400629783163252040e-01,4.910714285714220390e-02,1.446707589285709805e-01,-1.033761160714283117e-01
7.540692995557745082e-01,3.041760870141607676e-01,3.727337883739708091e-01,4.581992017848257048e-01,4.243524727734411806e-01,3.461017219387756971e-01,3.500079719387721999e-01,5.222217793367337491e-01,-1.342075892857141906e-01,-3.320312500000016653e-02,-2.929687500000064185e-03
7.538975094215636386e-01,3.788146766346755512e-01,3.378789227674393048e-01,3.494107978274377246e-01,4.377579071449461123e-01,5.709103954081606869e-01,2.111567283163248154e-01,4.793526785714246063e-01,1.208147321428572202e-01,3.948102678571429464e-02,-1.858258928571430713e-01
7.538771894443455635e-01,3.279451409083435909e-01,3.220176399116652100e-01,3.696297601096207863e-01,3.566220635337509215e-01,2.998046874999993339e-01,3.261519451530587310e-01,6.108697385204060470e-01,2.752511160714289917e-01,1.632254464285732426e-02,-2.032645089285719520e-01
7.537831846477648368e-01,4.899504231517525787e-01,3.161404309908369958e-01,2.814024564474179035e-01,3.944212294150735154e-01,5.415537308673433747e-01,3.637994260204072128e-01,4.012874681122432508e-01,2.431640624999991673e-01,-1.305803571428580112e-01,-7.993861607142843662e-02
7.536009107998156153e-01,4.103000752165529286e-01,4.416051840239722526e-01,3.618662375472292414e-01,3.535633803817508913e-01,3.202327806122437504e-01,3.093909438775486187e-01,3.153101084183655423e-01,2.101004464285692874e-01,-7.784598214285741447e-02,1.111886160714286864e-01
7.538123365105124929e-01,3.414223334067990612e-01,5.766344332432329356e-01,3.636900137451494208e-01,3.691787703048742819e-01,4.086017219387725885e-01,3.195153061224467739e-01,2.206234056122447218e-01,-1.646205357142852266e-01,-2.020089285714279093e-01,8.928571428571500934e-03
7.536246257405500026e-01,3.532640250691482242e-01,3.357620508277170401e-01,3.608326555570924299e-01,4.137990917210752628e-01,4.464684311224461633e-01,2.853754783163260922e-01,3.640186543367348593e-01,1.233258928571424329e-01,-1.014229910714291027e-01,1.381138392857133440e-02
7.538970611867717997e-01,3.365778688156941811e-01,3.359514341889121014e-01,3.446574568579642839e-01,3.390146155436711273e-01,2.812101403061206262e-01,3.618064413265301704e-01,3.987364477040806765e-01,-1.032366071428584241e-02,4.603794642857160502e-02,-2.278180803571437929e-01
7.543416685968454827e-01,3.160401594258899771e-01,3.214368591242115492e-01,3.947110261144868293e-01,3.815064363678886128e-01,2.691127232142866976e-01,3.916015624999990563e-01,2.660634566326534611e-01,4.338727678571423219e-02,-1.404854910714277427e-01,5.803571428571527302e-02
