block,rho,S_x1,S_x2,S_xy1,S_xy2,flux_x,flux_y,flux_z
0,0.059745799039780535,0.013905980475034023,0.02289263331505817,0.018934396714655993,0.03360638644631514,0.0703125,0.2109375,0.0703125
1,0.054891117969821698,0.011189351242301453,0.021728169317794654,0.018899505974512822,0.031565547801797413,0,-0.0703125,-0.0703125
2,0.061385459533607654,0.014842441448450863,0.025694343142982645,0.021655995597323868,0.039557142417918731,0,0,0
3,0.056134259259259266,0.011793682023812081,0.024666873786909651,0.018803287406283769,0.033302682591310646,0,0.0703125,0.0703125
4,0.056873713991769534,0.012584260670935111,0.023141581398496067,0.020859530774451625,0.030865891204480807,-0.0703125,0,0
5,0.055984224965706438,0.013963203891421088,0.023492031302160789,0.022628992932921602,0.031978807250600018,0.0703125,0.2109375,0
6,0.059381430041152268,0.012425590568471718,0.02446763719671418,0.021507728937296709,0.035823781787300682,0,-0.0703125,0
7,0.057195216049382706,0.013097283617431038,0.024882547890327525,0.020752100285666999,0.033884231607037157,0,0.0703125,0.140625
8,0.060946073388203008,0.014480742520412173,0.023017636479383489,0.021170034083193508,0.035752628628092663,0,0,-0.2109375
9,0.057130915637860061,0.012899549748314419,0.023846011593354751,0.020558257219877907,0.036722365011380605,0,-0.0703125,0.140625
10,0.055148319615912177,0.012163431853892714,0.023497698499164343,0.019874306857116022,0.035076692507960992,0.0703125,0,0.0703125
11,0.059467163923182437,0.013937248070869181,0.023627754676687564,0.023628778438639246,0.033229471996804184,0.0703125,0.0703125,0.0703125
12,0.056295010288065848,0.012967649786470074,0.022933984409460973,0.019540896133035123,0.035512542830400541,-0.2109375,0,0
