block,rho,S_x1,S_x2,S_xy1,S_xy2,flux_x,flux_y,flux_z
0,0.75663365912208536,0.19276081394251199,0.34249898680265717,0.26963737057171799,0.43924686340107361,-6.8203125,9.421875,-10.265625
1,0.75786608367626784,0.24058391750022101,0.27618658060765228,0.62600906186733363,0.26653758713472786,-5.0625,-4.5703125,-16.8046875
2,0.74894975994513102,0.53127736674039816,0.54170857376283821,0.35858945700816636,0.45035561545102104,-17.4375,14.34375,5.0625
3,0.75481181412894327,0.31327096483947553,0.24240838426291911,0.4914483694071618,0.31107413467642481,-11.6015625,-6.5390625,-3.1640625
4,0.75438314471879386,0.38651588675082338,0.26850926261796593,0.40548358052008343,0.20217946281210139,-2.953125,5.1328125,-4.359375
5,0.76502486282578841,0.24418053880759191,0.41391656128684917,0.33704985239208723,0.18653964146442209,-9.984375,-21.1640625,33.1171875
6,0.74539180384087755,0.40009378690261899,0.21193178931628601,0.45107780789092022,0.51936561837185224,-5.765625,-7.03125,-3.65625
7,0.74866040809327916,0.3872635149921031,0.26004941963473366,0.41172613836836736,0.37739259870920161,-1.0546875,7.9453125,8.7890625
8,0.74537037037037057,0.40963371372312329,0.33520381432498686,0.29116836189714512,0.63703438564787196,-16.5234375,15.6796875,-2.671875
9,0.75501543209876498,0.29097995101648527,0.32834519154180775,0.36794208681168139,0.33904769465611245,-11.7421875,0,1.4765625
10,0.75382587448559668,0.53841321262151987,0.32735579286004834,0.27424124285600016,0.28900784370649124,-1.125,-17.6484375,-3.65625
11,0.7458419067215355,0.39862323212365086,0.10239426528484175,0.22454483729744851,0.25260910889921889,4.7109375,-9.6328125,3.375
12,0.75221836419752997,0.22039976812475293,0.309667989991947,0.40495960104863615,0.38312847416843737,-12.5859375,6.609375,5.203125
13,0.75748028120713429,0.28847880519729191,0.34173030373510616,0.3188394659522355,0.53007396240727112,-2.0390625,7.03125,0.4921875
14,0.75461891289437555,0.26814629598981604,0.3249661361920691,0.29487077077334373,0.15281829725679338,5.6953125,-25.171875,-10.6875
15,0.73910108024691323,0.34614908774027864,0.21952257345021081,0.38281143744635404,0.40206487513092842,3.3046875,-6.890625,-3.375
16,0.75588348765432034,0.14287849635648214,0.25008269167145974,0.84757825575785017,0.47300744452955662,-1.546875,-6.46875,17.0859375
17,0.753965192043896,0.30150994216398219,0.22524875496660657,0.71020784442711005,0.34010570215132663,-6.890625,0.7734375,10.4765625
18,0.74339849108367617,0.3259800489929976,0.41281686843878868,0.22775789828885501,0.22565009564548552,3.9375,11.0390625,-14.8359375
19,0.75301140260630972,0.54248683429494016,0.4728989729112863,0.26546161121842271,0.38427081304041016,-3.234375,-0.84375,11.7421875
20,0.74378429355281162,0.42934855419350704,0.40566524700314011,0.52748268883032179,0.35442158958215331,-6.6796875,-15.2578125,-20.53125
21,0.76140260631001278,0.45470011061512333,0.63960399111214816,0.50095476387409921,0.29159300408729605,5.6953125,-4.0078125,10.40625
22,0.75649434156378603,0.32775029072313561,0.32946957153335321,0.57757610042346041,0.45133556538062625,0.6328125,4.8515625,9.140625
23,0.75898062414266165,0.32154380271254657,0.30273980780686455,0.49224788583971935,0.49163037534736759,4.359375,3.5859375,-2.3203125
24,0.75046081961591271,0.40970996753559352,0.32160929171984493,0.29034098573802958,0.32241056075687358,2.8828125,8.296875,-6.75
25,0.75168252743484187,0.31670809485022278,0.25050583862657444,0.18186161553894825,0.34764188847415178,12.7265625,0.5625,-3.515625
26,0.7421767832647459,0.42583492500934211,0.24894271780807389,0.27288710357042367,0.36675119063837108,-2.1796875,-7.734375,11.8828125
27,0.75434027777777901,0.25520168005439237,0.34919365910739492,0.24347110032262012,0.17199296031140396,7.6640625,-29.1796875,-13.8515625
28,0.75602280521261933,0.34693985374727176,0.32379869773748782,0.2341880890114445,0.18596537024903198,9.7734375,-4.640625,-21.7265625
29,0.77084405006858669,0.77763887872776238,0.17809089635732195,0.15306209896789488,0.3413066169295087,10.828125,-5.4140625,-6.75
30,0.75998799725651545,0.42042056643143266,0.25760504444126076,0.34218033437881273,0.33414498491321315,-2.953125,8.2265625,4.4296875
31,0.74819958847736601,0.25451384646136788,0.53335221050945558,0.4093782856751812,0.41510973615992758,12.796875,-4.21875,-8.15625
32,0.74519890260630828,0.2469841639176423,0.32924313260553956,0.20499999792633106,0.42714071344816618,17.6484375,4.359375,-7.2421875
33,0.74795310356652989,0.30698266972704358,0.36337464947189546,0.37005068492287974,0.40712672989257753,4.9921875,-12.234375,-3.9375
34,0.76786479766803661,0.36879056248198522,0.26771933033135697,0.4201717011822188,0.34953556021895049,5.6953125,-4.5703125,-13.8515625
35,0.7525291495198897,0.5529821357207384,0.35200832376001295,0.35486353840168872,0.27024023064683683,4.78125,-5.4140625,-11.3203125
36,0.75344007201646024,0.42546189197048084,0.3550981659668353,0.33085605099552057,0.36687018861302778,3.4453125,-9.5625,1.96875
37,0.75200402949245537,0.16714107218685151,0.18580655019601058,0.25536013691196296,0.44144814263299953,4.21875,-3.09375,-0.2109375
38,0.7536972736625509,0.25705977467160701,0.27096646989419215,0.28828499388973217,0.24486581006142502,-1.96875,-3.5859375,-1.125
39,0.76154192386831343,0.28773575672985896,0.28855950115152718,0.50205969163895559,0.32935568091847678,7.1015625,-17.15625,2.109375
40,0.75387945816186552,0.38282381162692125,0.20060161498147769,0.53062295236709733,0.30255668959918913,11.109375,1.6171875,-7.9453125
41,0.76844350137174244,0.4774560050209215,0.26802398909180647,0.48644704181004539,0.3528669821600347,-13.921875,-0.28125,0.6328125
42,0.77434842249657043,0.52401559939109688,0.28509395170070589,0.55311699998914277,0.42339982229444323,-10.7578125,11.671875,6.5390625
43,0.75574417009602146,0.36596412762601382,0.33563274154409822,0.37332340702678696,0.25768629302880164,5.9765625,-7.8046875,-0.84375
44,0.74701003086419737,0.30021895901152951,0.39985305462306592,0.23896126204449389,0.44997245807801284,-18.3515625,0.421875,-14.203125
45,0.76083461934156427,0.2602681038194678,0.2824747092947244,0.71664809258019047,0.18404402090484509,17.296875,-4.5703125,4.5
46,0.75169324417009509,0.45968583696644455,0.53524651520128652,0.47087840556578536,0.46184369208509801,-13.2890625,14.9765625,2.25
47,0.75596922153635049,0.48327981176956519,0.2002696605781481,0.32657451384930791,0.28851668714412193,4.640625,6.75,5.2734375
48,0.76908650548696933,0.38370563142282754,0.60820992727605994,0.31961180039067677,0.3112032286639051,7.3828125,-11.53125,-1.828125
49,0.74896047668038401,0.25783497756178075,0.35722989840381769,0.16311653217615446,0.37686779198136106,-4.1484375,-18.5625,-1.546875
50,0.75323645404664008,0.3345539232427755,0.35260318885058894,0.48539848606519942,0.43344304484821511,6.328125,0.9140625,-10.8984375
51,0.75202546296296213,0.4171970545372915,0.47598834887111474,0.72794626773970617,0.37381658239891263,8.859375,3.515625,-25.5234375
52,0.74862825788751741,0.79660887799882074,0.61451982976868869,0.28248416567203166,0.29025834156811797,15.75,17.71875,-2.53125
53,0.75782321673525321,0.54390149143864652,0.64078465261318174,0.52269800342522788,0.29195376431351588,7.2421875,-19.6171875,4.359375
54,0.74726723251028904,0.38676206623839421,0.38103949486308381,0.42965002255059964,0.24917405159182149,2.4609375,-2.4609375,4.0078125
55,0.74664566186556991,0.2819119232842156,0.62697680497193575,0.50012368372422589,0.18792999387382706,10.3359375,8.9296875,18.3515625
56,0.7571480624142668,0.24656812496126954,0.5568247890043001,0.54577829985952087,0.34492378493241654,-6.2578125,2.7421875,-4.4296875
57,0.76192772633744732,0.41145753143310793,0.16085517459941598,0.48225833369962262,0.20699622483295793,-13.8515625,5.4140625,3.7265625
58,0.75908779149520056,0.19420984329262428,0.31659768841669933,0.48225518373508292,0.30961772548136685,-17.9296875,1.7578125,-2.8125
59,0.76140260631001344,0.27653046411501769,0.16099463810030387,0.45329935144881173,0.28315589918760825,-4.9921875,25.5234375,-28.546875
60,0.75165037722908257,0.26851062744078247,0.33214757583035809,0.45988322499807993,0.52098714522888023,-10.4765625,12.375,-4.2890625
61,0.73604681069958999,0.17239738784743941,0.40946264449665226,0.4857639659227404,0.30520499947738278,3.7265625,9.84375,5.8359375
62,0.75510116598079535,0.18992602692375835,0.36241271277992415,0.38087343122029044,0.15436818294715751,-2.6015625,-7.03125,7.5234375
63,0.75438314471879364,0.16199995209042384,0.26385663956994276,0.81375525550889527,0.13154256968023331,-24.046875,3.4453125,6.609375
64,0.75066443758573487,0.29052017867491126,0.44931814994517699,0.32718556999277387,0.40551648316805877,-2.109375,-0.5625,-2.109375
65,0.76000943072702221,0.2273182089507999,0.38842501534195761,0.48129268963972854,0.25094271000689056,9.984375,-7.875,0.5625
66,0.75361153978052153,0.55625309636860887,0.26172446033275548,0.23000519211792886,0.44419348647394358,-3.515625,9.84375,14.4140625
67,0.75345078875171345,0.42570905957895622,0.25991065681050807,0.31116561892037287,0.43649086797782044,5.203125,-9.3515625,4.7109375
68,0.75091092249657121,0.33868198504333175,0.25961854052168404,0.23900058550895123,0.47865338127027318,13.921875,-12.375,16.3828125
69,0.75809113511659876,0.29590138939988458,0.37652472835860162,0.16315083983665415,0.4495956686677145,-2.25,-1.6171875,-0.984375
70,0.74786736968449896,0.42157627046380547,0.54571644634658423,0.72890837136814812,0.55414427322641313,8.71875,-14.484375,-2.0390625
71,0.75341863854595303,0.88755312079147319,0.4047634775276634,0.38944432038482113,0.46315788133659685,11.8828125,8.578125,8.15625
72,0.75695516117969808,0.68372376068057283,0.41629733741922198,0.53177368993153773,0.39230945999585054,3.234375,17.6484375,-7.734375
73,0.74934627914951912,0.34443958873696567,0.67129885222245278,0.31697449251768833,0.16617120258734916,-7.5234375,4.21875,-3.234375
74,0.75727666323731047,0.2244081467036361,0.70039455026986486,0.50657659102444874,0.27004564412534676,-3.7265625,2.3203125,1.8984375
75,0.7532364540466403,0.44393576940898355,0.44949241944778984,0.29763601629443143,0.32071306485269341,7.59375,0.7734375,0.7734375
76,0.75457604595336125,0.32198056180000723,0.16978080416790772,0.25263685425382038,0.3734497916208766,2.4609375,-13.2890625,-3.5859375
77,0.75594778806584395,0.74466163397496787,0.19048423309014165,0.32372092517084128,0.25673809981655765,-15.9609375,13.1484375,27.4921875
78,0.75092163923182587,0.26510574094357842,0.19785229740002522,0.27075640276667373,0.57625802311923824,6.046875,7.59375,-7.3125
79,0.74429869684499217,0.29100289050188421,0.36150211882540301,0.34418240099150782,0.41564068091521722,-7.3125,-8.15625,-1.6875
80,0.73910108024691323,0.27578586429472468,0.39991874558901752,0.16865155621689551,0.42495595181379642,-5.8359375,0.4921875,11.4609375
81,0.75592635459533697,0.25177864203232908,0.29506907756934619,0.45075384389528411,0.2574910834354539,-6.046875,8.015625,-2.3203125
82,0.75734096364883419,0.36482634667470881,0.26551941069955642,0.46749940733742562,0.35555005683053481,-5.4140625,0.7734375,7.3828125
83,0.75503686556927263,0.35172794841663246,0.23571489710867974,0.3414333489978022,0.33242474030580577,-12.7265625,-8.4375,-21.3046875
84,0.74811385459533619,0.36626618243426706,0.79403454853650624,0.26342861323670996,0.40268815745390396,-3.5859375,6.046875,3.5859375
85,0.76357810356652944,0.42765361514874434,0.63588884541192203,0.29562149151297451,0.28139267018680603,8.015625,2.6015625,14.484375
86,0.75761959876543228,0.34822222724503588,0.87201692228124073,0.28058444444232988,0.23013579720686997,-4.8515625,0.140625,8.15625
87,0.7513824588477358,0.40974206835145766,0.40607203131299185,0.31772726469725171,0.24990624381318946,-0.984375,12.9375,-0.6328125
88,0.75883058984910867,0.26630880820317632,0.4706301303459427,0.35312564724210471,0.34452350291751688,-2.0390625,3.1640625,-3.796875
89,0.75274348422496429,0.39871480575978679,0.36981567505538787,0.31577755940768648,0.26258255901311572,-10.828125,-2.109375,-8.015625
90,0.75240054869684325,0.33362019141241223,0.4695955949258932,0.75890918447650924,0.24255842848044165,-5.0625,2.8125,0
91,0.75665509259259189,0.32065048654971695,0.311367441492089,0.37664641088778555,0.35553111210000754,-5.1328125,-0.984375,-7.171875
92,0.75098593964334637,0.1690336414777161,0.23466183600999402,0.24817476077856762,0.18214504831114334,12.8671875,-13.2890625,-14.90625
93,0.7554548182441696,0.4334647335829539,0.45073957335841308,0.32797507148880334,0.24701272616579945,1.1953125,9.984375,-16.59375
94,0.75413665980795574,0.35415352731869859,0.3715793768694427,0.39672087078548945,0.71602606110882683,-8.7890625,-7.453125,-8.9296875
95,0.73872599451303034,0.57543221989697746,0.20717283389605387,0.3827551144353401,0.23814726644742654,-5.5546875,-5.625,-0.7734375
96,0.7532364540466383,0.19385828626012608,0.75828660896028255,0.42781941463417589,0.46485980162087015,-6.609375,-14.2734375,1.8984375
