time,occupied,vacancies,births,translations,cube_exchanges,parallel_swaps,attempts,reused_sites,max_site_births,nx,ny,nz,ST1,SL1,ST2,SL2,zero_mode_power
0,384,128,0,0,0,0,0,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.01,384,128,0,0,0,0,63,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.013433993325989003,384,128,0,0,0,0,83,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.018047217668271703,384,128,0,0,0,1,115,0,1,64,64,64,0.0048269619546699657,0.005208333333333327,0.0039062500000000009,0.005208333333333327,23.015624999999996
0.024244620170823288,384,128,0,0,0,2,151,0,1,64,64,64,0.0096539239093399558,0.01562499999999999,0.0052083333333333356,0.01562499999999999,22.046875
0.032570206556597835,384,128,0,0,0,2,195,0,1,64,64,64,0.0096539239093399558,0.01562499999999999,0.0052083333333333356,0.01562499999999999,22.046875
0.043754793750741858,384,128,0,0,0,2,269,0,1,64,64,64,0.0096539239093399558,0.01562499999999999,0.0052083333333333356,0.01562499999999999,22.046875
0.058780160722749122,384,128,0,0,0,2,362,0,1,64,64,64,0.0096539239093399558,0.01562499999999999,0.0052083333333333356,0.01562499999999999,22.046875
0.07896522868499728,384,128,0,1,0,2,493,0,1,64,64,64,0.017085052530676607,0.019689219197343275,0.011718750000000005,0.01432291666666667,21.5703125
0.10608183551394484,386,126,1,1,0,2,648,1,2,64,64,65,0.013750859598671632,0.016276041666666657,0.010416666666666671,0.013671874999999995,21.806640625
0.14251026703029981,386,126,1,2,0,2,907,1,2,64,64,65,0.020261276265338295,0.022181684773349915,0.013020833333333339,0.0097656249999999896,21.345703125
0.19144819761699583,390,122,3,2,0,3,1209,3,2,65,64,66,0.030677942932004966,0.032216980061353206,0.013020833333333337,0.0084635416666666591,20.423828124999996
0.25719138090593457,390,122,3,3,0,4,1624,3,2,65,64,66,0.043856745462681576,0.032821753621336616,0.015625,0.0045572916666666765,19.994140625
0.34551072945922184,398,114,7,4,0,8,2198,7,2,67,64,68,0.077803448342714757,0.060034637653383086,0.028645833333333336,0.022786458333333336,16.611328125
0.46415888336127786,400,112,8,7,1,10,2881,8,2,67,64,69,0.091298189268077978,0.073929914834703125,0.047526041666666685,0.023437499999999979,15.472656249999998
0.6235507341273917,408,104,12,13,2,13,3848,12,2,68,65,71,0.073311589660024892,0.13681128621336652,0.099609375000000042,0.050781249999999944,13.527343749999998
0.83767764006829171,410,102,13,18,2,14,5159,13,2,69,65,71,0.10222148001876287,0.13171465397069321,0.14648437499999997,0.10351562499999992,12.583984375
