loop	timestamp	status	full_rms	one_body_rms	max_relative_error	source_json	commit
1	2026-04-19T23:28:51	kept	0.051313939851	0.069000470541	0.072630553487	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	e2a0921917d8185beeae3dfdd72375d8708e3adb
2	2026-04-19T23:45:05	kept	0.048576100407	0.065422036922	0.068798239378	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	af94a1b5086fe77f1ceb13884d008822aefc7e7d
3	2026-04-20T00:04:30	kept	0.045673675024	0.061730299592	0.064294676759	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	eabc511fc1e80f5bf43e1642103796257d06599d
4	2026-04-20T00:20:39	kept	0.043191807685	0.058489419486	0.060476516368	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	7df4371695a04d1db23aedac73ef8199a07847a6
5	2026-04-20T00:37:22	kept	0.042037648014	0.058459563668	0.058897252064	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	c3a556feb54d378a7251a56a73e557a9040f95bc
6	2026-04-20T00:44:49	rejected	0.042037648014	0.058459563668	0.058897252064	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	c3a556feb54d378a7251a56a73e557a9040f95bc
7	2026-04-20T00:58:57	kept	0.039582276966	0.054835600588	0.054951937539	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	b993f9f1aa3291aab35843e268d91550a59023b1
8	2026-04-20T01:15:43	kept	0.038003962497	0.053099007545	0.054154761509	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	bd221c8bbaf1e380f9ca0defd6501561eb904563
9	2026-04-20T01:36:26	kept	0.036482086781	0.051551484134	0.053946155821	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	6485ce672c6d9efa4c907f654b7f953bfb686218
10	2026-04-20T02:03:43	rejected	0.036482086781	0.051551484134	0.053946155821	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	6485ce672c6d9efa4c907f654b7f953bfb686218
11	2026-04-20T02:21:55	kept	0.035528063531	0.049565741674	0.050318622125	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	9369f89309f26317b2b8c5ee3687a71bb1f88f26
12	2026-04-20T02:30:09	rejected	0.035528063531	0.049565741674	0.050318622125	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	9369f89309f26317b2b8c5ee3687a71bb1f88f26
13	2026-04-20T02:41:47	kept	0.034404733522	0.048053001957	0.048859256957	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	5035166b41947bc1fff279b13ceb5c7c26c092b6
14	2026-04-20T02:48:11	rejected	0.034404733522	0.048053001957	0.048859256957	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	5035166b41947bc1fff279b13ceb5c7c26c092b6
15	2026-04-20T03:02:26	kept	0.034336584043	0.047859813998	0.048640492953	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	2bffebe2e98c9245da07a79551b2194e119f105d
16	2026-04-20T03:21:03	kept	0.033708564706	0.046797821031	0.047198362889	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	e493df7fb29cc5d4f73e3cd1df9701740cba9716
17	2026-04-20T03:38:48	kept	0.033105663506	0.046036580940	0.046523020675	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	51c7664e3d5f093e90c8a391e5cc279ebc4a4a8f
18	2026-04-20T03:55:28	kept	0.032803595772	0.045647637751	0.046286525273	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	f578dc63d92197e084eebadc6229b277aff54a6c
19	2026-04-20T04:17:15	kept	0.032218589157	0.044249040712	0.045104862319	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	743401096059ae425eed0caab2ba160bca75198f
20	2026-04-20T04:37:58	kept	0.031789593552	0.043633322031	0.044548943130	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	785670d4215d692e4f5a793db4b83a715a3ede47
21	2026-04-20T04:54:26	rejected	0.031789593552	0.043633322031	0.044548943130	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	785670d4215d692e4f5a793db4b83a715a3ede47
22	2026-04-20T05:01:55	rejected	0.031789593552	0.043633322031	0.044548943130	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	785670d4215d692e4f5a793db4b83a715a3ede47
23	2026-04-20T05:12:59	rejected	0.031789593552	0.043633322031	0.044548943130	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	785670d4215d692e4f5a793db4b83a715a3ede47
24	2026-04-20T05:31:40	kept	0.031377186865	0.042991704014	0.044078886796	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	cbcb0be570ee52f05b2a1082553ddad17aeade82
25	2026-04-20T05:49:56	kept	0.031334974369	0.042990682980	0.043911044742	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	5f2be4473bcf71e8c7d64c9527c5ae0e2adc5789
26	2026-04-20T06:09:00	kept	0.031127516483	0.042669709387	0.043672132357	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	5b58f17a4b52ffc3709a79d09766384ae29d59f1
27	2026-04-20T06:29:36	kept	0.030919806883	0.042348746909	0.043431518937	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	83201f5ca88e1f4f62c883c3276580de5e7c1c30
28	2026-04-20T06:59:23	kept	0.030711832816	0.042027793642	0.043189207430	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	f6cd2c16f6eed697a9c8dbd40384e85553d50cab
29	2026-04-20T07:29:23	error	0.030711832816	0.042027793642	0.043189207430	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	f6cd2c16f6eed697a9c8dbd40384e85553d50cab
30	2026-04-20T07:59:24	error	0.030711832816	0.042027793642	0.043189207430	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	f6cd2c16f6eed697a9c8dbd40384e85553d50cab
31	2026-04-20T08:05:56	rejected	0.030711832816	0.042027793642	0.043189207430	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	f6cd2c16f6eed697a9c8dbd40384e85553d50cab
32	2026-04-20T08:12:18	rejected	0.030711832816	0.042027793642	0.043189207430	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	f6cd2c16f6eed697a9c8dbd40384e85553d50cab
33	2026-04-20T08:16:26	rejected	0.030711832816	0.042027793642	0.043189207430	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	f6cd2c16f6eed697a9c8dbd40384e85553d50cab
34	2026-04-20T08:46:26	error	0.030711832816	0.042027793642	0.043189207430	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	f6cd2c16f6eed697a9c8dbd40384e85553d50cab
35	2026-04-20T08:58:45	rejected	0.030711832816	0.042027793642	0.043189207430	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	f6cd2c16f6eed697a9c8dbd40384e85553d50cab
36	2026-04-20T09:11:04	rejected	0.030711832816	0.042027793642	0.043189207430	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	f6cd2c16f6eed697a9c8dbd40384e85553d50cab
37	2026-04-20T09:21:02	rejected	0.030711832816	0.042027793642	0.043189207430	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	f6cd2c16f6eed697a9c8dbd40384e85553d50cab
38	2026-04-20T09:28:06	rejected	0.030711832816	0.042027793642	0.043189207430	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	f6cd2c16f6eed697a9c8dbd40384e85553d50cab
39	2026-04-20T09:48:05	rejected	0.030711832816	0.042027793642	0.043189207430	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	f6cd2c16f6eed697a9c8dbd40384e85553d50cab
40	2026-04-23T21:58:19	kept	0.030572043457	0.041826831943	0.043008173460	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	b6eb44f9d5604febf9ddb5d4fcfa5ddb87160f41
41	2026-04-23T22:13:30	kept	0.030457882438	0.041679501142	0.042836713574	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	aa9b7a55f216ae6e86ef0a7d0a52c5ad7955aa83
42	2026-04-23T22:33:18	kept	0.030238971834	0.041371702358	0.042541125338	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	05edbb2b91d930bcae73bd7418a7aff9ba8564ba
43	2026-04-23T22:56:05	kept	0.030200238464	0.041371398168	0.042394526008	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	98c68e2b1a70b6ef7c64aebc4fb4d9a14620eb6a
44	2026-04-23T23:20:03	kept	0.030175039273	0.041368148232	0.042303824000	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	e1272da3dbba5b030aa4c1e91e18bae344eb1e38
45	2026-04-23T23:41:39	kept	0.029996423082	0.041174100107	0.041976746578	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	69d764c50f4e53bdf12d1f842ece08eeca5a65fd
46	2026-04-24T07:12:15	kept	0.029988830974	0.041170900788	0.041945578159	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	a65cc3e3b3c5f3100e99c99949710822fdab5547
47	2026-04-24T07:40:12	rejected	0.029988830974	0.041170900788	0.041945578159	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	2edc5d8eb6f897c03219465ce0722dbc41240022
48	2026-04-24T07:53:39	kept	0.028363922909	0.039909111019	0.041098174054	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	6ed61d3b279bcf9bee55253f68fc47befed651f6
49	2026-04-24T08:02:34	rejected	0.028363922909	0.039909111019	0.041098174054	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	6ed61d3b279bcf9bee55253f68fc47befed651f6
50	2026-04-24T08:12:06	rejected	0.028363922909	0.039909111019	0.041098174054	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	6ed61d3b279bcf9bee55253f68fc47befed651f6
51	2026-04-24T08:24:13	kept	0.026066956739	0.036747433016	0.037958131978	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	8e517ff7b8752f704fcb541606ec5d455b3233d8
52	2026-04-24T08:37:38	kept	0.024914450806	0.035162765052	0.036410190181	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	f005a37eafb8a3f67341454d3cc4d573db067530
53	2026-04-24T08:46:50	rejected	0.024914450806	0.035162765052	0.036410190181	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	f005a37eafb8a3f67341454d3cc4d573db067530
54	2026-04-24T08:58:38	kept	0.023771860166	0.033575850380	0.034877057265	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	0daeba76d48748fea07fc3af83930838d5cc467f
55	2026-04-24T09:09:17	kept	0.021528721052	0.030396604390	0.031855488987	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	5f33d711ead3258d4a0164ca0c3a75224d0e2e88
56	2026-04-24T16:37:06	kept	0.019388829227	0.027213331408	0.028893973585	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	4481880ae2cd60941e51185c0be190fcb35ead59
57	2026-04-24T16:48:31	kept	0.018112622592	0.025133302432	0.025793375553	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	a99e0122b17501b1f119d0b7619c8bd73cfd39fc
58	2026-04-24T16:58:53	rejected	0.018112622592	0.025133302432	0.025793375553	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	c303f1a8b0b05938d7a16c274b243f1f4ad7a6d8
59	2026-04-24T17:07:27	kept	0.016290058892	0.023330760796	0.024955681014	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	3d2b1c1a38790cc05e8cfdbe9b08661447b0ff9b
60	2026-04-24T17:16:56	kept	0.015114513564	0.021690091160	0.023345872371	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	7180df2587d486d7d0e527e192c4cc7cb9c5d504
61	2026-04-24T17:25:23	kept	0.012870670962	0.018410629641	0.020172019460	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	fe13704d903dcb9757d0de8695fffddd79e61607
62	2026-04-24T17:33:01	kept	0.010760065351	0.015672563155	0.017451580855	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	d24b5741fd4afaf0efdde49156730070c4fadf4d
63	2026-04-24T17:42:04	kept	0.008304198878	0.012300394822	0.014021155257	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	ae9a903acc02507aa924c3bd213777fba1f90254
64	2026-04-24T17:47:04	rejected	0.008304198878	0.012300394822	0.014021155257	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	ae9a903acc02507aa924c3bd213777fba1f90254
65	2026-04-24T18:00:15	kept	0.006147940750	0.008954906652	0.010652895023	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	bb714ccbe74df494f5175644568ee1a09766c0b3
66	2026-04-24T18:08:16	kept	0.005173978833	0.006537427269	0.007889292900	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	3e703876faf7a7de9324077583aa164ae5ef5b12
67	2026-04-24T18:18:15	kept	0.002851690326	0.003288936255	0.004444964899	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	5c02b55b667062ad29ab4ed8b32e9ec2545650fe
68	2026-04-24T18:25:33	rejected	0.002851690326	0.003288936255	0.004444964899	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	5c02b55b667062ad29ab4ed8b32e9ec2545650fe
69	2026-04-24T18:37:01	kept	0.001570848302	0.001568896123	0.002416771148	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	17e3d5330a846b61efc9bf5d9a365be098871e94
70	2026-04-24T18:49:54	kept	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
71	2026-04-24T18:55:56	rejected	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
72	2026-04-24T19:03:09	rejected	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
73	2026-04-24T19:08:43	rejected	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
74	2026-04-24T19:14:05	rejected	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
75	2026-04-24T19:19:59	rejected	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
76	2026-04-24T19:25:40	rejected	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
77	2026-04-24T19:32:42	rejected	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
78	2026-04-24T19:38:13	rejected	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
79	2026-04-24T19:44:47	rejected	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
80	2026-04-24T19:51:26	rejected	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
81	2026-04-24T19:56:57	rejected	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
82	2026-04-24T20:02:09	rejected	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
83	2026-04-24T20:07:12	rejected	0.001256566662	0.000481286363	0.002369693499	/Users/jonBridger/CI3Z2 Main-atomic-autoresearch-2026-04-19/outputs/atomic_lane/autoresearch_current_readout.json	38228934e613c22f105f19926685e91204cc54c0
