block,rho,S_x1,S_x2,S_xy1,S_xy2,flux_x,flux_y,flux_z
0,0.057580017301038081,0.0042566183661241676,0.013826561379312409,0.0075672682764966843,0.024751986040628744,0,0,0
1,0.058483233258701396,0.0057931135424456708,0.013232696134756977,0.0093007690058422264,0.027420991139826986,0,0,0
2,0.059300580093629138,0.0047178100668308701,0.013938517764616307,0.0093582217122797785,0.024117204518396124,0,0,0
3,0.057999821901078767,0.0059001204864723104,0.014854308672658597,0.0090585613284574398,0.02205416420366919,0,0,0
4,0.057316049257073079,0.0049994825076138819,0.012945081238241901,0.007778446020865421,0.022870051519547727,0,0,0
5,0.057201557093425608,0.0057397051603777982,0.015314688323189614,0.0093676115086764669,0.022059236068245478,0,0,0
6,0.056064586301648706,0.0050957493168013943,0.012226369680115869,0.0092788572980005753,0.022050590964986776,0,0,0.1328125
7,0.057971198860166905,0.0044452612054389443,0.013316552301582263,0.0085812367521869298,0.026161706310575697,0,0,0
8,0.056288800122124984,0.0040546598206045153,0.013058091375991144,0.0077532671907567345,0.01886285863782184,0,0,0
9,0.059513662731528624,0.0057144900604643974,0.014979292212267252,0.0082019421198759601,0.020846304011654947,0,0,0
10,0.056656129147160575,0.0052465080634066926,0.012121951964649219,0.0078178447092748897,0.020073564740571426,0,0,0.1328125
11,0.055070730714431082,0.0043995804080129109,0.012150273182132517,0.007252299507898771,0.019285245718790485,0,0,0
12,0.056985294117647051,0.0045451075440992895,0.013305057979186553,0.0088694177239233025,0.021031743270881156,0,0,0
