block,rho,S_x1,S_x2,S_xy1,S_xy2,flux_x,flux_y,flux_z
0,0.059587647928994049,0.0070798038731123654,0.020882518024939525,0.013028072508794761,0.027752456175380913,0,0,-0.1015625
1,0.056991778561675005,0.0076300810161478022,0.017861074340225019,0.012547606935159177,0.032192632140912641,0,0,0.1015625
2,0.056682407828857542,0.00707566282689357,0.014620032871335195,0.013943175776705358,0.024468670159226047,0,0,0
3,0.056134786071916222,0.0070785150202097528,0.017721048503743411,0.01405069812631916,0.026817047131619955,0,0,0
4,0.056792643377332738,0.0063813373989187938,0.018085704262552914,0.013183100011071343,0.027158862577630154,0,0,0.1015625
5,0.058303937187073288,0.0074986950520652129,0.01948502689776627,0.013508693585882386,0.026049209326530719,0,0,0
6,0.058133249886208466,0.0074866555882924946,0.017887141789827043,0.013262328701631963,0.026554281515123835,0,0,0
7,0.05768519572143832,0.0075560328616753793,0.019652079710608877,0.011646147044254146,0.027192257024370805,0,0,0
8,0.057749203459262613,0.0076803365319374354,0.017578048432564768,0.012934006720230148,0.028343945920336479,0,0,0
9,0.057489616522530713,0.0068099762230853607,0.017473276868606016,0.012864255855121902,0.028347173604224347,0,0.1015625,0
10,0.058780439235320885,0.0078896024555426582,0.019348713754898508,0.013459354185820935,0.031283420469037593,0,0,0
11,0.056198793809740535,0.0067949635511911129,0.017120777857616353,0.012243483379763932,0.027194260782925098,0,0,0
12,0.055740071688666348,0.0071566926053208682,0.020034309489887013,0.013121787569321228,0.025384069927828642,0.1015625,0,0
