block,rho,S_x1,S_x2,S_xy1,S_xy2,flux_x,flux_y,flux_z
0,0.9063899348666814,0.020177090273482121,0.96146671442151332,0.35643154986036452,0.10898300839117037,-52.4609375,-32.5390625,-17
1,0.91308772644005487,0.080336331543644973,0.87679273407825975,0.35915865974093153,0.18644677198369439,-68,-17,-17
2,0.91308772644005487,0.078093083154491136,0.89929139194712127,0.35626326146434478,0.20202890395926013,-68,-17,-17
3,0.91300821799307752,0.075333929047893447,0.90687439899782762,0.35255336740857368,0.2241449526018939,-67.3359375,-17,-17.6640625
4,0.91105231019743393,0.069787819898076212,0.82342576759565245,0.28407029389133553,0.49808567178920521,-51,-17,-34
5,0.90883720486464548,0.17275652085798016,0.77989188899973516,0.18640009520667952,0.55563257015083733,-66.8046875,-17,-34
6,0.9082567932017126,0.17784805542200322,0.94353301375659682,0.2274418128479371,0.69520081955490809,-68,-17,-34
7,0.90759210258498124,0.17273574935988284,1.0361054881064935,0.26038149008347611,0.79864738675207037,-68,-17,-34
8,0.90683518216975523,0.19342647105690677,0.90786850406519615,0.23927711804410537,0.80492615599937289,-68,-17,-34
9,0.90750305312436663,0.18175972782351696,0.7931412126182128,0.19881592954974653,0.75237976866313039,-68,-17,-34
10,0.9087879096275171,0.13567080809789375,0.83540572572260707,0.24014428192851406,0.69941413283898013,-68,-17,-34
11,0.90922361591695289,0.11837203225756315,0.85822258743073654,0.26292554985584277,0.66823646803174663,-68,-17,-34
12,0.90923951760634825,0.1123171016204251,0.86885147639138027,0.26291408952382839,0.67741765197020121,-68,-17,-34
13,0.90922043557907373,0.11595047468279558,0.84885840673600843,0.25213836650198623,0.7006607013901599,-68,-17,-34
14,0.91291121768777006,0.17187237125153323,0.58599702799311748,0.37413039502961687,0.65174180444314178,-57.7734375,-17,-34
15,0.91387963057195121,0.19518653688676113,0.41362532334757546,0.49623382005443151,0.62538614788640823,-51,-17,-34
16,0.91390189293710489,0.1990468298040122,0.41524490386063562,0.49590493545862935,0.62842801671962722,-51,-17,-34
17,0.91390189293710489,0.19892497230149458,0.41515187367525686,0.49178725812600266,0.63299145380767752,-51,-17,-34
18,0.91417222165682677,0.19415398057977193,0.41786041774707822,0.49284566663932405,0.58594428348835081,-51,-17,-34
19,0.9150563555872202,0.3535053717634698,0.41863140027112145,0.43824369625030263,0.62690285842208537,-51,-4.78125,-34
20,0.91532668430694364,0.41868930665059367,0.40781892481093046,0.41487252179336476,0.6514028017924286,-51,0,-34
21,0.91515812639934813,0.41692979844588868,0.41863509377409713,0.40250397298494117,0.64092048868481799,-51,0,-34
22,0.91532668430694364,0.41539940331666086,0.40806926281396522,0.38638273233312198,0.62078526547706303,-51,0,-34
23,0.91532668430694364,0.41539940331666086,0.40806926281396522,0.39172632936166524,0.61127128556114929,-51,0,-34
24,0.91532668430694364,0.41539940331666086,0.40806926281396522,0.39172632936166524,0.61127128556114929,-51,0,-34
25,0.91532668430694364,0.41539940331666086,0.40806926281396522,0.39172632936166524,0.61127128556114929,-51,0,-34
26,0.91532668430694364,0.41562425626205851,0.40212653346016597,0.39635119033747207,0.60493457189522992,-51,0,-34
27,0.91532668430694364,0.41985108299845608,0.37534417021193267,0.41289389449127217,0.57805266953472811,-51,0,-34
28,0.91518356910238141,0.42222450265443506,0.37459215741982615,0.41039100963324621,0.57972777774737705,-51,0,-34
29,0.91557475066151073,0.43333992171406982,0.3685481326561692,0.39646677305826489,0.59032050227209076,-51,0,-34
