block,rho,S_x1,S_x2,S_xy1,S_xy2,flux_x,flux_y,flux_z
0,0.057516718106995927,0.013615847637021464,0.02074550708167619,0.021730550679259848,0.032996472275470153,0,0.140625,-0.0703125
1,0.055416237997256514,0.014480500739211869,0.02738370867206797,0.021198522230573454,0.032932510218552216,-0.0703125,-0.0703125,-0.0703125
2,0.059081361454046626,0.013193681407401524,0.023473837800541898,0.019585205302994735,0.032101374164919622,0.0703125,-0.0703125,0.0703125
3,0.055673439643347054,0.011828578194720251,0.021808598374436949,0.022162341834052836,0.032833030818299053,0.140625,-0.140625,0.0703125
4,0.058438357338820274,0.012316697107892783,0.022364031473531706,0.022690821398243348,0.036846879238823349,0,0.2109375,0
5,0.055416237997256514,0.012112999657058946,0.022826959764815271,0.020537798259695064,0.032845801158776319,-0.0703125,-0.140625,0
6,0.060646004801097379,0.014306868070300188,0.024310973726726703,0.022268970713053813,0.035908791208445652,-0.0703125,-0.2109375,-0.0703125
7,0.055180469821673524,0.011932396016215348,0.018118808394090864,0.018250237989999498,0.037904058715906019,0,0,0.0703125
8,0.059156378600823054,0.013676352008365943,0.021697676780773178,0.021422553492724851,0.037689129025467727,0.140625,-0.0703125,-0.0703125
9,0.056680812757201667,0.01102686721956098,0.023280810886471558,0.023155415562503254,0.032233550799727118,0,0,-0.2109375
10,0.057902520576131718,0.014178373270458563,0.022011858902718312,0.021472048095715162,0.035221966047159034,0.2109375,0,0
11,0.061267575445816201,0.013923873192501086,0.023320369419296626,0.022548192795066566,0.039202155267147244,-0.0703125,0.0703125,-0.0703125
12,0.058813443072702358,0.014482669278022586,0.024660385508112021,0.020063196971508705,0.032815696217218131,-0.2109375,0,-0.2109375
