time,occupied,vacancies,births,translations,cube_exchanges,parallel_swaps,attempts,reused_sites,max_site_births,nx,ny,nz,ST1,SL1,ST2,SL2,zero_mode_power
0,384,128,0,0,0,0,0,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.01,384,128,0,0,0,0,47,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.012663801734674032,384,128,0,0,0,0,64,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.016037187437513305,384,128,0,0,0,0,84,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.020309176209047358,384,128,0,0,0,0,105,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.025719138090593452,384,128,0,0,0,0,134,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.032570206556597842,384,128,0,0,0,0,165,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.041246263829013523,384,128,0,0,0,0,207,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.052233450742668427,384,128,0,0,0,0,256,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.066147406412301504,384,128,0,0,0,0,327,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.083767764006829212,384,128,0,0,0,0,414,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.10608183551394489,384,128,0,0,0,0,500,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.13433993325989005,384,128,0,0,0,0,639,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.17012542798525895,384,128,0,0,0,0,818,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.21544346900318842,384,128,0,0,0,0,1030,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.2728333376486769,384,128,0,0,0,0,1297,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.34551072945922218,384,128,0,0,0,0,1618,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.43754793750741861,384,128,0,0,0,0,2050,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.55410203300094929,384,128,0,0,0,0,2607,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.70170382867038328,384,128,0,0,0,0,3293,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
0.88862381627434062,384,128,0,0,0,0,4122,0,1,64,64,64,2.6575952441582539e-32,2.7720476434575158e-32,4.050724873563173e-32,3.4727294820747319e-32,23.999999999999996
