time,occupied,vacancies,birth_channels,slide_channels,birth_events,slide_events,site_reuses,max_site_births
0,0,32768,98304,0,0,0,0,0
0.0001504830770349563,326,32442,96516,1620,163,0,0,1
0.00031920115642651136,652,32116,94741,3214,326,0,0,1
0.00049148061548805037,978,31790,92990,4760,489,0,0,1
0.00068511896487370445,1304,31464,91244,6296,652,1,0,1
0.00088691665453591426,1630,31138,89506,7816,815,3,0,1
0.0010744861994957432,1956,30812,87778,9316,978,4,0,1
0.0012850280352376896,2282,30486,86066,10784,1141,4,0,1
0.0014570867219727049,2608,30160,84379,12202,1304,6,1,2
0.001674169893518925,2934,29834,82706,13592,1467,10,1,2
0.0018728317300989135,3260,29508,81052,14944,1630,15,1,2
0.0020547274437850414,3586,29182,79397,16298,1793,19,1,2
0.0022606094837547565,3912,28856,77754,17628,1956,19,1,2
0.0024619106759143114,4238,28530,76160,18860,2119,23,1,2
0.0026385083053319636,4564,28204,74542,20140,2282,23,2,2
0.0028601804183784629,4890,27878,72934,21400,2445,24,2,2
0.0031064864846618323,5216,27552,71353,22606,2608,28,2,2
0.0033221385491493251,5542,27226,69751,23854,2771,34,3,2
0.0035505494339682776,5868,26900,68222,24956,2934,35,4,2
0.0038001076369836816,6194,26574,66685,26074,3097,40,4,2
0.0040491498627105143,6520,26248,65172,27144,3260,47,4,2
0.0043205873997492735,6846,25922,63633,28266,3423,52,5,2
0.0045828912955633259,7172,25596,62136,29304,3586,59,5,2
0.004844514951219756,7498,25270,60686,30248,3749,67,5,2
0.0051322247437420509,7824,24944,59212,31240,3912,75,5,2
0.0054450815964654786,8150,24618,57770,32168,4075,86,8,2
0.0057472708126093362,8476,24292,56352,33048,4238,94,9,2
0.0060065472389329282,8802,23966,54933,33930,4401,103,10,2
0.0062934079789454707,9128,23640,53588,34664,4564,113,10,2
0.0066233004120981494,9454,23314,52214,35456,4727,130,11,2
0.0069694845453694811,9780,22988,50835,36258,4890,150,14,2
0.0072918514673602705,10106,22662,49471,37030,5053,166,14,2
0.0076250509926512246,10432,22336,48137,37742,5216,179,16,2
0.0079000453753288267,10758,22010,46824,38412,5379,194,16,2
0.0082542044969923234,11084,21684,45535,39034,5542,204,17,2
0.0086320163864580315,11410,21358,44243,39662,5705,229,18,2
0.0090268946026501994,11736,21032,42996,40200,5868,241,20,2
0.0094219353885486388,12062,20706,41750,40736,6031,259,23,2
0.0098647402631400708,12388,20380,40517,41246,6194,275,24,2
0.010264571514025113,12714,20054,39310,41704,6357,299,26,2
0.010737506489797108,13040,19728,38099,42170,6520,312,32,2
0.011172782400819755,13366,19402,36889,42634,6683,334,36,2
0.011629527186103638,13692,19076,35709,43038,6846,353,39,2
0.012110534051992973,14018,18750,34505,43490,7009,380,44,2
0.012607110641500878,14344,18424,33334,43876,7172,401,53,2
0.013098918218425975,14670,18098,32211,44166,7335,423,62,2
0.013636289306944036,14996,17772,31073,44486,7498,454,65,2
0.014180222547967946,15322,17446,30013,44650,7661,475,69,2
0.014700694298689072,15648,17120,28951,44818,7824,498,75,2
0.015254218305814058,15974,16794,27889,44986,7987,528,82,2
0.015833130574639195,16300,16468,26876,45056,8150,552,87,2
0.016447569411755441,16626,16142,25816,45220,8313,572,96,2
0.017102088129790135,16952,15816,24826,45244,8476,604,101,2
0.017865779244936514,17278,15490,23848,45244,8639,645,110,2
0.018571198286239213,17604,15164,22882,45220,8802,675,120,2
0.019388046364777034,17930,14838,21943,45142,8965,709,132,2
