time,occupied,vacancies,birth_channels,slide_channels,birth_events,slide_events,site_reuses,max_site_births
0,0,1728,5184,0,0,0,0,0
0.0069413089532431391,16,1712,5096,80,8,0,0,1
0.015936083211488164,32,1696,5008,160,16,0,0,1
0.030346828744316455,48,1680,4922,236,24,5,0,1
0.044269958973945284,64,1664,4835,314,32,8,0,1
0.064134611158281382,80,1648,4752,384,40,15,0,1
0.07855098437002106,96,1632,4666,460,48,20,0,1
0.08932309438711733,112,1616,4583,530,56,22,0,1
0.10356759160012467,128,1600,4501,598,64,28,0,1
0.11658808585989967,144,1584,4419,666,72,38,0,1
0.13827550441423633,160,1568,4336,736,80,57,1,2
0.15725877492311849,176,1552,4246,820,88,71,1,2
0.18443370935235207,192,1536,4163,890,96,87,1,2
0.19336532401801082,208,1520,4086,948,104,96,4,2
0.2228687612416197,224,1504,4006,1012,112,118,4,2
0.24225226379507614,240,1488,3923,1082,120,134,4,2
0.25566165921118317,256,1472,3848,1136,128,147,4,2
0.27253419104413301,272,1456,3767,1202,136,165,4,2
0.29731172279143747,288,1440,3684,1272,144,190,5,2
0.31900865665514122,304,1424,3605,1334,152,213,5,2
0.34486033857281678,320,1408,3538,1372,160,239,7,2
0.37653689260867779,336,1392,3469,1414,168,292,8,2
0.39777521860210119,352,1376,3384,1488,176,324,9,2
0.40719846464863624,368,1360,3314,1532,184,338,10,2
0.42742349012745051,384,1344,3245,1574,192,380,11,2
0.4593811730842956,400,1328,3175,1618,200,416,13,2
0.48215890293908603,416,1312,3090,1692,208,449,14,2
0.50491454226244192,432,1296,3018,1740,216,492,14,2
0.51778202578941024,448,1280,2958,1764,224,515,17,2
0.54986296178619742,464,1264,2897,1790,232,573,22,2
0.59702785033352634,480,1248,2833,1822,240,668,24,2
0.62022427904590727,496,1232,2770,1852,248,710,27,2
0.64919961362094991,512,1216,2711,1874,256,763,33,3
0.66283584630873427,528,1200,2642,1916,264,783,36,3
0.71881990039162791,544,1184,2573,1958,272,875,38,3
0.76368467314359156,560,1168,2497,2014,280,964,40,3
0.80420670928701365,576,1152,2431,2050,288,1051,46,3
0.83144143775439783,592,1136,2372,2072,296,1117,47,3
0.87560113163878661,608,1120,2314,2092,304,1192,56,3
0.89966294600576779,624,1104,2260,2104,312,1258,60,3
0.91036269381806012,640,1088,2203,2122,320,1289,62,3
0.94479697146957975,656,1072,2142,2148,328,1350,67,3
1.0046565384803727,672,1056,2089,2158,336,1475,71,3
1.0477420630784555,688,1040,2032,2176,344,1554,75,3
1.0815921281022709,704,1024,1960,2224,352,1616,82,3
1.1244266915076828,720,1008,1913,2222,360,1709,86,3
1.1637460102422512,736,992,1823,2306,368,1792,92,3
1.2037065836115954,752,976,1754,2348,376,1890,99,3
1.2624956842785058,768,960,1705,2350,384,2034,102,3
1.3218501312743605,784,944,1650,2364,392,2149,103,3
1.3815982014958048,800,928,1602,2364,400,2283,108,3
1.4272037876195363,816,912,1555,2362,408,2389,111,3
1.4816532130386586,832,896,1506,2364,416,2505,116,3
1.5320169856893295,848,880,1467,2346,424,2624,126,3
1.5463218463954989,864,864,1421,2342,432,2647,130,3
1.6025345533512767,880,848,1352,2384,440,2773,134,3
1.6559379123948239,896,832,1309,2374,448,2890,140,3
1.7236943261383992,912,816,1259,2378,456,3035,144,3
1.7986139268988472,928,800,1226,2348,464,3217,153,3
1.8612802193628624,944,784,1180,2344,472,3356,160,3
1.9373854486050002,960,768,1143,2322,480,3526,168,3
2.0057767679383693,976,752,1134,2244,488,3688,175,3
2.0566256629164661,992,736,1076,2264,496,3820,180,3
2.0999624629073721,1008,720,1024,2272,504,3926,184,3
2.3065118209167346,1024,704,977,2270,512,4375,192,3
2.3706165590074515,1040,688,923,2282,520,4527,201,3
2.4739829437323295,1056,672,872,2288,528,4754,212,3
2.5705697798421676,1072,656,828,2280,536,4985,223,3
2.6310529044053861,1088,640,789,2262,544,5107,231,3
2.775302765254192,1104,624,751,2242,552,5444,240,3
2.8808038905626603,1120,608,695,2258,560,5723,252,3
3.0193223505900431,1136,592,687,2178,568,6066,259,4
3.0750764835782358,1152,576,631,2194,576,6179,265,4
3.227265795405823,1168,560,626,2108,584,6499,270,4
3.3566620497868391,1184,544,589,2086,592,6793,280,4
3.489242121937453,1200,528,549,2070,600,7068,288,4
3.7051489205689574,1216,512,512,2048,608,7511,295,4
3.8673124549290492,1232,496,487,2002,616,7812,305,4
4.0141047164487729,1248,480,453,1974,624,8118,312,4
4.3202711577844051,1264,464,395,1994,632,8703,322,4
4.5077754286970002,1280,448,400,1888,640,9043,323,4
4.6084883137988077,1296,432,356,1880,648,9221,332,4
4.7948842405186536,1312,416,354,1788,656,9545,341,4
5.0687419921315797,1328,400,328,1744,664,10083,347,4
5.3998749719734329,1344,384,319,1666,672,10651,356,4
5.6933946112772471,1360,368,271,1666,680,11115,364,4
6.1363871484194803,1376,352,248,1616,688,11840,377,4
6.5988131692735408,1392,336,242,1532,696,12580,383,4
7.1626621453319874,1408,320,215,1490,704,13427,391,4
7.540386853853116,1424,304,191,1442,712,13986,399,4
7.9774134463970032,1440,288,167,1394,720,14626,410,5
8.4982789905507676,1456,272,160,1312,728,15284,421,5
8.9947304435470876,1472,256,146,1244,736,15905,433,5
9.486913755643041,1488,240,123,1194,744,16499,439,5
9.929399717058434,1504,224,101,1142,752,17045,448,5
11.284945118107162,1520,208,83,1082,760,18574,457,5
12.029660270908428,1536,192,70,1012,768,19376,466,5
13.657550591908393,1552,176,62,932,776,20981,476,5
15.208826920929365,1568,160,52,856,784,22372,484,5
16.220589591039971,1584,144,46,772,792,23168,492,5
18.199762712005676,1600,128,28,712,800,24624,503,5
19.715274561102291,1616,112,28,616,808,25635,511,5
