rho,S_x1,S_x2,S_xy1,S_xy2,Fx2_per_V,Fy2_per_V,Fz2_per_V,Fx_per_sqrtV,Fy_per_sqrtV,Fz_per_sqrtV
7.561159885126189639e-01,3.194433678266024867e-01,3.804041788569106908e-01,2.893543696362765316e-01,4.029363578506558463e-01,2.709099264705912002e-01,2.726332720588270364e-01,4.110179227941191393e-01,1.454266345432702334e-01,5.352837036934748188e-02,6.987110291574036292e-02
7.537774463158933846e-01,3.140014184926953056e-01,3.885579136996650251e-01,4.338339041053849710e-01,3.039042308646436874e-01,2.644761029411785702e-01,3.116383272058840803e-01,3.833295036764720609e-01,-5.447577515464496062e-02,-6.229186463335432272e-02,1.987181537162920897e-01
7.534830662909598464e-01,3.735168976988926248e-01,3.843032369319008268e-01,3.811977025861493229e-01,3.405918442330632123e-01,3.221507352941184732e-01,3.386374080882379456e-01,3.812040441176475780e-01,1.184255981622721887e-01,7.366072205693298403e-02,-8.052940675034496454e-02
7.554713737787536187e-01,3.998552092136592462e-01,3.899775558697517464e-01,3.393724245738082845e-01,4.314279696628980365e-01,4.733455882352967659e-01,4.271599264705890908e-01,3.351332720588262593e-01,1.345314795123405127e-01,1.781120996360565922e-01,2.889584595159418179e-02
7.540209409347667924e-01,3.628475853997321088e-01,3.813092913576251464e-01,3.333493173883138039e-01,3.551002431084371858e-01,6.055261948529347960e-01,2.235753676470610685e-01,3.623621323529419569e-01,-1.302681579784882235e-02,-5.684428711788942941e-03,6.016020386643449597e-02
7.533145083833729938e-01,3.838250557896755732e-01,2.944058450669838067e-01,3.977515895058120199e-01,3.496708448898476762e-01,2.445427389705893406e-01,2.262178308823551975e-01,5.000000000000014433e-01,2.723788757732257398e-02,9.474047852975681821e-04,1.927968738081793643e-01
7.517686654030107940e-01,3.456458814065498930e-01,3.697171893659038089e-01,3.381427713229482324e-01,3.258757552829839033e-01,5.052849264705866483e-01,2.505170036764735042e-01,3.616153492647052881e-01,-2.453778393922300405e-01,4.287006653474198514e-02,-6.229186463335498886e-02
7.542922635100766104e-01,3.324634166961674686e-01,2.867929594891601153e-01,3.382526500304826600e-01,4.107478479303103835e-01,4.530101102941194169e-01,3.349609375000003886e-01,2.662568933823558637e-01,-9.900380006365948338e-02,-1.390316522425079915e-01,-1.262416876409818423e-01
7.555055624109489054e-01,4.076474622428282180e-01,3.055697083927156887e-01,3.657418146672281600e-01,3.095450203656620602e-01,2.560891544117664953e-01,3.607536764705899235e-01,3.119255514705905341e-01,1.657958374271786828e-02,-2.685892566320337571e-01,-5.684428711789177996e-03
7.529565216008518025e-01,4.107825628693846376e-01,3.888469483837359575e-01,3.031732609671791145e-01,4.110676532894147472e-01,3.943589154411769604e-01,2.618910845588258707e-01,3.537454044117663843e-01,9.971435365263378592e-02,2.392197082877888653e-02,2.368511963245428786e-02
7.525695142351863653e-01,4.271332678454349829e-01,3.992977568156472201e-01,3.860438972740830033e-01,3.811267039876872209e-01,3.253102022058826370e-01,2.850413602941203051e-01,5.253906249999981126e-01,-6.466037659660064940e-02,-2.368511963245418031e-02,4.452802490901447419e-02
7.555673802284750273e-01,3.526956137425563687e-01,3.608120780503848435e-01,5.009398611935059753e-01,2.847136098000800364e-01,3.124425551470610962e-01,5.055147058823519224e-01,3.286994485294129076e-01,1.205572589291938473e-01,-2.273771484715624569e-01,-1.051619311680990071e-01
7.546132788647476053e-01,3.459285809924838029e-01,4.025025857280913888e-01,3.717044791494705791e-01,4.112745081545194359e-01,2.602826286764733377e-01,2.587316176470612628e-01,1.611902573529431781e-01,3.623823303765470044e-02,1.089515503092852201e-02,9.616158570776503489e-02
7.524337535619770589e-01,4.626707612749744736e-01,3.488873698408895274e-01,4.047828453322563913e-01,3.640960583331434575e-01,4.275045955882350035e-01,4.921875000000016098e-01,2.938878676470605966e-01,-2.965376977983293916e-01,2.984325073689259034e-02,1.643747302492331308e-01
7.547732896142854697e-01,4.100089787153535226e-01,3.481787539291484324e-01,3.554198518497344028e-01,3.322121827156085394e-01,4.086626838235314363e-01,3.822380514705907006e-01,2.651654411764723940e-01,-2.212190173671252924e-01,-2.321141723980555543e-02,1.482688488991651676e-01
7.524440896600869122e-01,3.514935469754510433e-01,3.062511968014701713e-01,3.841900724653071753e-01,2.902886859150341503e-01,4.071691176470626505e-01,3.470818014705916443e-01,3.787913602941179736e-01,2.595889111717009090e-01,1.368999914755881231e-01,-1.639010278565845857e-01
7.543892638153872898e-01,3.936246302718728884e-01,3.995881197686688702e-01,3.658301847239062710e-01,4.077319485084628936e-01,2.753906250000039413e-01,4.354319852941190283e-01,5.244715073529423455e-01,2.733262805585253696e-01,1.662695398198304475e-01,3.368024011735019085e-01
