time,occupied,vacancies,births,translations,cube_exchanges,parallel_swaps,attempts,reused_sites,max_site_births,nx,ny,nz,ST1,SL1,ST2,SL2,zero_mode_power
0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,1.0996822213322182e-35,1.0996822213322181e-35,0
0.01,18,198,9,1,0,0,31,0,1,3,2,4,0.016975308641975308,0.010802469135802472,0.013888888888888893,0.013888888888888883,0.041666666666666644
0.013433993325989003,18,198,9,1,0,0,37,0,1,3,2,4,0.016975308641975308,0.010802469135802472,0.013888888888888893,0.013888888888888883,0.041666666666666644
0.018047217668271703,18,198,9,1,0,0,46,0,1,3,2,4,0.016975308641975308,0.010802469135802472,0.013888888888888893,0.013888888888888883,0.041666666666666644
0.024244620170823288,24,192,12,1,0,0,62,0,1,4,3,5,0.021604938271604944,0.012345679012345684,0.016975308641975311,0.012345679012345684,0.064814814814814797
0.032570206556597835,32,184,16,1,0,0,79,0,1,5,4,7,0.021604938271604947,0.035493827160493777,0.021604938271604944,0.016975308641975311,0.064814814814814797
0.043754793750741858,46,170,23,3,0,1,117,0,1,7,5,11,0.043209876543209874,0.035493827160493832,0.04938271604938272,0.0077160493827160594,0.050925925925925923
0.058780160722749122,60,156,30,6,0,2,166,2,2,9,7,14,0.060185185185185258,0.081790123456790112,0.054012345679012343,0.054012345679012322,0.064814814814814825
0.07896522868499728,78,138,39,11,0,2,225,3,2,13,11,15,0.052469135802469154,0.12345679012345678,0.063271604938271622,0.09567901234567891,0.050925925925925916
0.10608183551394484,98,118,49,17,0,2,285,3,2,14,19,16,0.10648148148148148,0.060185185185185182,0.032407407407407419,0.069444444444444448,0.041666666666666671
0.14251026703029981,118,98,59,20,0,2,388,7,2,17,22,20,0.088734567901234601,0.12191358024691365,0.057870370370370371,0.11574074074074073,0.20833333333333326
0.19144819761699583,126,90,63,22,0,4,507,10,2,18,24,21,0.081018518518518517,0.16203703703703703,0.062500000000000014,0.087962962962962937,0.20833333333333337
0.25719138090593457,138,78,69,27,0,5,666,12,3,18,27,24,0.072530864197530839,0.095679012345679021,0.11574074074074066,0.055555555555555552,0.26388888888888895
0.34551072945922184,146,70,73,35,0,5,889,15,3,18,29,26,0.075617283950617287,0.11882716049382712,0.13580246913580241,0.066358024691357986,0.28240740740740744
0.46415888336127786,152,64,76,48,0,5,1202,16,3,18,31,27,0.054783950617283944,0.084876543209876532,0.12577160493827161,0.044753086419753119,0.28703703703703698
0.6235507341273917,168,48,84,62,0,7,1578,23,3,23,33,28,0.068672839506172839,0.21759259259259262,0.2214506172839506,0.047839506172839538,0.43518518518518512
0.83767764006829171,176,40,88,76,0,8,2110,28,3,24,33,31,0.12191358024691355,0.12345679012345684,0.11265432098765435,0.033950617283950595,0.54629629629629628
1.1253355826007647,190,26,95,90,0,8,2807,32,3,26,34,35,0.17515432098765432,0.16049382716049382,0.2430555555555555,0.037037037037037035,0.31944444444444442
1.5117750706156634,196,20,98,103,2,8,3845,36,3,27,35,36,0.13348765432098764,0.12037037037037035,0.21527777777777779,0.0092592592592592622,0.02777777777777778
2.0309176209047357,202,14,101,111,3,9,5198,40,3,29,36,36,0.14506172839506173,0.11111111111111108,0.22993827160493827,0.012345679012345682,0.24537037037037029
2.7283333764867685,204,12,102,121,8,9,7013,41,3,30,36,36,0.12114197530864196,0.049382716049382713,0.19984567901234557,0.012345679012345677,0.25925925925925919
3.6652412370796288,206,10,103,129,10,9,9411,42,3,31,36,36,0.11111111111111109,0.046296296296296294,0.19444444444444428,0.0092592592592592587,0.15277777777777768
4.9238826317067366,208,8,104,142,15,9,12737,43,3,31,36,37,0.10185185185185189,0.027777777777777794,0.18518518518518517,0.0092592592592592553,0.083333333333333301
6.6147406412301519,208,8,104,159,24,10,17143,43,3,31,36,37,0.095679012345679007,0.020061728395061727,0.22530864197530859,0.0077160493827160464,0.12037037037037032
