time,occupied,vacancies,births,translations,cube_exchanges,parallel_swaps,attempts,reused_sites,max_site_births,nx,ny,nz,ST1,SL1,ST2,SL2,zero_mode_power
0,1296,432,0,0,0,0,0,0,1,216,216,216,5.130221152331449e-31,2.4166824543984644e-31,7.4906308984387449e-31,1.1778989768957917e-30,81
0.01,1296,432,0,0,0,0,202,0,1,216,216,216,5.130221152331449e-31,2.4166824543984644e-31,7.4906308984387449e-31,1.1778989768957917e-30,81
0.013433993325989003,1296,432,0,0,0,0,256,0,1,216,216,216,5.130221152331449e-31,2.4166824543984644e-31,7.4906308984387449e-31,1.1778989768957917e-30,81
0.018047217668271703,1296,432,0,0,0,0,345,0,1,216,216,216,5.130221152331449e-31,2.4166824543984644e-31,7.4906308984387449e-31,1.1778989768957917e-30,81
0.024244620170823288,1296,432,0,0,0,0,467,0,1,216,216,216,5.130221152331449e-31,2.4166824543984644e-31,7.4906308984387449e-31,1.1778989768957917e-30,81
0.032570206556597835,1296,432,0,0,0,3,639,0,1,216,216,216,0.0072130217680195317,0.0061728395061728504,0.0021219135802469464,0.0015432098765431857,78.032407407407391
0.043754793750741858,1296,432,0,0,0,3,899,0,1,216,216,216,0.0072130217680195317,0.0061728395061728504,0.0021219135802469464,0.0015432098765431857,78.032407407407391
0.058780160722749122,1296,432,0,0,0,7,1201,0,1,216,216,216,0.0099653267819916121,0.012345679012345658,0.0073302469135802413,0.018518518518518379,74.152777777777771
0.07896522868499728,1296,432,0,3,0,8,1597,0,1,216,216,216,0.020638576592740474,0.017206047921046796,0.014756944444444428,0.020640432098765229,71.789351851851848
0.10608183551394484,1300,428,2,7,0,14,2173,3,2,217,216,217,0.046965386917868009,0.040167722496044993,0.021508487654321031,0.027584876543209777,68.065972222222229
0.14251026703029981,1300,428,2,8,0,15,2919,3,2,217,216,217,0.048449984221630868,0.054325188708508984,0.018711419753086392,0.028163580246913476,67.605324074074076
0.19144819761699583,1312,416,8,12,0,19,4020,9,2,220,219,217,0.04727044396126269,0.084066105864419385,0.026331018518518535,0.020640432098765277,63.568287037037038
0.25719138090593457,1318,410,11,19,1,21,5383,12,2,220,220,219,0.051042653890145617,0.074207865554520636,0.041184413580246972,0.01543209876543195,62.905671296296291
0.34551072945922184,1326,402,15,33,1,29,7136,17,2,221,222,220,0.073182891302875683,0.098268832145486915,0.031635802469135742,0.013117283950617174,58.245949074074062
0.46415888336127786,1340,388,22,51,1,45,9538,25,2,224,224,222,0.090579123809122336,0.163700188708509,0.046489197530864258,0.022955246913580175,46.543981481481488
0.6235507341273917,1368,360,36,93,2,54,12872,42,2,230,229,225,0.11855808598891099,0.17218784302949652,0.068383487654321104,0.051504629629629622,37.700231481481481
0.83767764006829171,1392,336,48,135,4,64,17187,56,2,231,235,230,0.051214913815775601,0.13735853433518158,0.098476080246913678,0.073688271604938349,31.184027777777779
1.1253355826007647,1428,300,66,209,8,73,23126,82,2,238,243,233,0.052359101938344949,0.089374103645745759,0.081886574074074181,0.065779320987654377,23.45949074074074
1.5117750706156634,1496,232,100,288,16,83,31121,123,3,248,256,244,0.10482439350942535,0.1077514086597177,0.12615740740740738,0.020254629629629588,16.298611111111111
2.0309176209047357,1554,174,129,389,30,93,41900,157,3,258,264,255,0.1262035286193538,0.11426479056642296,0.17081404320987653,0.053047839506172804,14.16261574074074
2.7283333764867685,1582,146,143,507,39,102,56392,173,3,264,268,259,0.09304393247726768,0.051111405136393916,0.095293209876543272,0.026427469135802441,16.023726851851851
3.6652412370796288,1606,122,155,614,62,109,75725,188,3,266,275,262,0.17765560937561897,0.10324443747438496,0.097029320987654169,0.076388888888889117,12.396412037037036
4.9238826317067366,1632,96,168,753,103,112,101654,205,3,276,276,264,0.32999500011488242,0.067431339622976511,0.14467592592592587,0.037615740740740727,10.532407407407405
6.6147406412301519,1656,72,180,897,139,123,136932,217,3,278,280,270,0.39079251885488397,0.13235496319657031,0.21826774691358014,0.058063271604938238,7.7060185185185182
8.8862381627433997,1674,54,189,1037,191,135,184505,227,3,281,284,272,0.34814156584978279,0.059460562602203212,0.29726080246913561,0.052662037037037042,4.7459490740740726
11.93776641714436,1686,42,195,1168,277,143,247958,234,3,283,287,273,0.39102140262793028,0.043914949703260348,0.26793981481481505,0.009066358024691374,4.1545138888888875
16.0371874375133,1692,36,198,1354,391,159,332387,237,3,286,287,273,0.54422169333732695,0.055189036070673714,0.25491898148148129,0.016396604938271615,3.3483796296296298
21.544346900318832,1702,26,203,1524,538,173,446063,244,3,286,290,275,0.48030932754919892,0.054906609061580777,0.17283950617283916,0.021797839506172846,4.6603009259259256
28.942661247167536,1708,20,206,1660,711,179,599380,248,3,286,293,275,0.36710512981089716,0.041035280870259622,0.20746527777777762,0.0055941358024691433,4.5868055555555536
38.881551803080917,1708,20,206,1841,978,203,805858,248,3,286,293,275,0.35224802373711872,0.037911023072669657,0.33439429012345689,0.022955246913580273,4.3113425925925917
52.233450742668381,1712,16,208,2139,1320,228,1083512,250,3,286,294,276,0.40372631232039669,0.051203647560287134,0.27459490740740722,0.017746913580246916,5.4583333333333321
70.170382867038242,1712,16,208,2431,1869,263,1455407,250,3,286,294,276,0.35470120218777312,0.037049892359873021,0.27102623456790115,0.014274691358024692,4.7824074074074074
94.266845511788475,1714,14,209,2700,2627,331,1955631,252,3,287,294,276,0.34313146952642892,0.021070500273822804,0.28742283950617276,0.0054012345679012438,4.0885416666666679
126.63801734674027,1714,14,209,3070,3646,397,2626840,252,3,287,294,276,0.38517181126339972,0.025775805992459613,0.24729938271604945,0.0088734567901234372,3.9728009259259256
170.12542798525882,1714,14,209,3542,5065,497,3528482,252,3,287,294,276,0.36942388638042511,0.030763538720189405,0.28144290123456767,0.0088734567901234511,3.6880787037037033
228.54638641349939,1716,12,210,4118,6777,609,4740205,254,3,287,295,276,0.38152832347822929,0.030763538720189394,0.31751543209876509,0.0073302469135802508,3.4178240740740726
307.02906297578545,1718,10,211,4558,9078,767,6367717,255,3,287,295,277,0.34262867265439567,0.030711850990167953,0.2722800925925925,0.002893518518518521,3.1545138888888875
412.46263829013515,1718,10,211,5147,11950,964,8554121,255,3,287,295,277,0.39826212376698533,0.039247482029127111,0.23379629629629639,0.0040509259259259309,2.798032407407407
554.10203300094918,1720,8,212,5773,15452,1192,11492044,256,3,288,295,277,0.40807659555230369,0.031238866963850181,0.27517361111111099,0.00096450617283950796,2.4201388888888884
744.38030132516894,1720,8,212,6402,20300,1543,15438209,256,3,288,295,277,0.40913831596244565,0.027498067418052871,0.22289737654321001,0.0015432098765432154,2.5636574074074074
1000,1722,6,213,6796,26379,1922,20736234,257,3,289,295,277,0.39251441631847472,0.022458646960301719,0.29755015432098775,0.0040509259259259318,2.9415509259259252
