time,occupied,vacancies,birth_channels,slide_channels,birth_events,slide_events,site_reuses,max_site_births
0,0,1728,5184,0,0,0,0,0
0.00073592157533762309,16,1712,5096,80,8,0,0,1
0.0018026772703711436,32,1696,5008,160,16,0,0,1
0.0027740143871356994,48,1680,4923,234,24,0,0,1
0.0038200415544740575,64,1664,4836,312,32,0,0,1
0.005729695843976472,80,1648,4753,382,40,1,0,1
0.0067854805479187303,96,1632,4671,450,48,1,0,1
0.0086861067995156593,112,1616,4589,518,56,1,0,1
0.010260591556444642,128,1600,4501,598,64,1,0,1
0.011930897880887843,144,1584,4419,666,72,2,0,1
0.013456505389259408,160,1568,4336,736,80,2,0,1
0.014642545791613717,176,1552,4258,796,88,5,0,1
0.01644862579178951,192,1536,4174,868,96,9,0,1
0.017306479952224087,208,1520,4093,934,104,9,0,1
0.019946716795993261,224,1504,4016,992,112,11,0,1
0.021915856130951032,240,1488,3938,1052,120,15,0,1
0.023794654519282154,256,1472,3858,1116,128,17,0,1
0.025838259073850348,272,1456,3776,1184,136,21,0,1
0.028216316103656835,288,1440,3692,1256,144,23,0,1
0.030180462144660736,304,1424,3612,1320,152,24,0,1
0.031376258582979537,320,1408,3542,1364,160,27,1,2
0.03418113859005753,336,1392,3471,1410,168,29,1,2
0.036058163931474929,352,1376,3393,1470,176,30,1,2
0.03846282995086759,368,1360,3316,1528,184,36,1,2
0.041165007444979446,384,1344,3247,1570,192,41,1,2
0.045159739867271391,400,1328,3173,1622,200,49,1,2
0.04911857880335424,416,1312,3106,1660,208,56,1,2
0.051085139492260352,432,1296,3037,1702,216,62,1,2
0.052423919551200723,448,1280,2973,1734,224,62,1,2
0.05478252329336377,464,1264,2903,1778,232,66,1,2
0.059539272640457157,480,1248,2827,1834,240,74,2,2
0.063108714512906477,496,1232,2760,1872,248,77,2,2
0.065767370544109499,512,1216,2684,1928,256,83,2,2
0.069491913694233479,528,1200,2617,1966,264,90,2,2
0.072681667534521294,544,1184,2543,2018,272,97,3,2
0.075493752830697411,560,1168,2480,2048,280,103,5,2
0.07939914910646835,576,1152,2424,2064,288,106,5,2
0.083550929387106662,592,1136,2361,2094,296,113,5,2
0.085830708067462694,608,1120,2309,2102,304,122,8,2
0.089215923966519325,624,1104,2241,2142,312,126,9,2
0.097123647368381083,640,1088,2173,2182,320,142,9,2
0.10151236984871265,656,1072,2133,2166,328,155,10,2
0.10615116496548863,672,1056,2071,2194,336,162,12,2
0.11324178883235315,688,1040,2011,2218,344,176,13,2
0.1185831475043844,704,1024,1956,2232,352,194,16,2
0.12127267078212844,720,1008,1908,2232,360,202,16,2
0.12720592779593756,736,992,1853,2246,368,210,16,2
0.12919991456819455,752,976,1789,2278,376,214,18,2
0.13193844577814354,768,960,1738,2284,384,218,20,2
0.14052613219702439,784,944,1672,2320,392,236,20,2
0.14632417228438035,800,928,1616,2336,400,249,24,2
