time,occupied,vacancies,birth_channels,slide_channels,birth_events,slide_events,site_reuses,max_site_births
0,0,64,192,0,0,0,0,0
0.0012836700694426903,2,62,181,10,1,0,0,1
0.0066284885515207311,4,60,170,20,2,1,0,1
0.032704422994820362,6,58,159,30,3,2,0,1
0.040370900573917803,8,56,149,38,4,2,0,1
0.053739760617443628,10,54,142,40,5,4,0,1
0.056981833765637736,12,52,131,50,6,4,0,1
0.058722256087835677,14,50,122,56,7,5,0,1
0.069878268606789418,16,48,115,58,8,5,1,2
0.072234524883156875,18,46,106,64,9,5,1,2
0.078109190322668581,20,44,99,66,10,6,1,2
0.079394523979914894,22,42,90,72,11,6,2,2
0.08487872957916838,24,40,83,74,12,6,2,2
0.10862064651504336,26,38,73,82,13,9,2,2
0.12641369132832295,28,36,67,82,14,10,2,2
0.13144960418353505,30,34,60,84,15,10,2,2
0.17030142484071742,32,32,51,90,16,13,2,2
0.18092888574965879,34,30,45,90,17,16,2,2
0.21066879556182599,36,28,40,88,18,17,3,2
0.22762835174889354,38,26,35,86,19,20,4,2
0.24219961217127123,40,24,28,88,20,22,5,2
0.24453632928601332,42,22,22,88,21,22,5,2
0.25420627429259413,44,20,14,92,22,23,6,2
0.25599138548127476,46,18,13,82,23,23,8,3
0.27052502264307549,48,16,9,78,24,25,8,3
0.28030996743480441,50,14,8,68,25,25,10,3
0.39134597682137601,52,12,9,54,26,32,11,3
0.39287328241724717,54,10,8,44,27,32,12,3
0.41804196259813758,56,8,3,42,28,35,14,3
0.45402410245397423,58,6,3,30,29,38,15,3
0.50949090842760592,60,4,2,20,30,40,16,3
1.2902413772924348,62,2,0,12,31,57,18,3
3.1762660967635923,64,0,0,0,32,74,20,3
