time,occupied,vacancies,birth_channels,slide_channels,birth_events,slide_events,site_reuses,max_site_births
0,0,512,1536,0,0,0,0,0
0.00049689618401792268,4,508,1514,20,2,0,0,1
0.00099222330953063764,8,504,1493,38,4,0,0,1
0.0032314552413832934,12,500,1471,58,6,0,0,1
0.0039060753463416296,16,496,1449,78,8,0,0,1
0.0041903381375616644,20,492,1427,98,10,0,0,1
0.0049104854035573542,24,488,1405,118,12,0,0,1
0.0066331017791276831,28,484,1385,134,14,0,0,1
0.0080192323966390613,32,480,1364,152,16,0,0,1
0.0096226762130894716,36,476,1344,168,18,0,0,1
0.010061729006247655,40,472,1325,182,20,0,0,1
0.010809863364679945,44,468,1303,202,22,0,0,1
0.014748387803230838,48,464,1285,214,24,1,0,1
0.015373412635342787,52,460,1263,234,26,1,0,1
0.017393134838256042,56,456,1242,252,28,2,0,1
0.018402855218819208,60,452,1220,272,30,3,0,1
0.019199097603569179,64,448,1199,290,32,3,0,1
0.021588014302096826,68,444,1182,300,34,4,0,1
0.025612217054652286,72,440,1162,316,36,4,0,1
0.025797936043302317,76,436,1144,328,38,4,0,1
0.028376347607751703,80,432,1125,342,40,5,0,1
0.034109491826970283,84,428,1106,356,42,6,0,1
0.034780574701319525,88,424,1084,376,44,6,0,1
0.03531520825465264,92,420,1062,396,46,7,0,1
0.039710686375678733,96,416,1041,414,48,7,0,1
0.043592838995695875,100,412,1024,424,50,7,0,1
0.047129378911870946,104,408,1005,438,52,9,0,1
0.050168110277672033,108,404,989,446,54,11,1,2
0.055398695492031892,112,400,969,462,56,12,1,2
0.057895396736624034,116,396,955,466,58,12,2,2
0.059060251107845706,120,392,937,478,60,13,2,2
0.062189156770954518,124,388,924,480,62,13,2,2
0.065358341668171574,128,384,908,488,64,13,2,2
0.068469226304029837,132,380,889,502,66,16,2,2
0.072609944024015854,136,376,873,510,68,18,2,2
0.074166991486636205,140,372,858,516,70,19,2,2
0.076815867335389421,144,368,837,534,72,22,2,2
0.07914576652039397,148,364,817,550,74,25,2,2
0.081377777527839798,152,360,804,552,76,27,2,2
0.083382209955273248,156,356,787,562,78,28,2,2
0.085997101976793042,160,352,770,572,80,29,2,2
0.086728386286013259,164,348,755,578,82,29,2,2
0.089826051711279484,168,344,739,586,84,30,2,2
0.090369890407040562,172,340,722,596,86,31,2,2
0.093153566714632915,176,336,704,608,88,32,3,2
0.10262654844523275,180,332,685,622,90,39,3,2
0.10455951178614953,184,328,670,628,92,40,4,2
